ctype,sig,a0,a1
LIHC-US,SBS21,0,0
LIHC-US,SBS22,6.30545095025781E-05,-7.28675582223786E-07
LIHC-US,SBS23,0,0
LIHC-US,SBS24,0,0
LIHC-US,SBS25,0,0
LIHC-US,SBS26,0,0
LIHC-US,SBS27,0,0
LIHC-US,SBS28,0,0
LIHC-US,SBS29,0,0
LIHC-US,SBS30,0,0
LIHC-US,SBS31,0,0
LIHC-US,SBS32,0,0
LIHC-US,SBS33,0,0
LIHC-US,SBS34,0,0
LIHC-US,SBS35,7.59934460994919E-06,-8.33615282043272E-08
LIHC-US,SBS36,0,0
LIHC-US,SBS37,0,0
LIHC-US,SBS38,8.65899689072378E-06,-1.00857227172788E-07
LIHC-US,SBS39,0,0
LIHC-US,SBS40,7.72468652091087E-05,-5.44242327975815E-07
LIHC-US,SBS41,0,0
LIHC-US,SBS42,0,0
LIHC-US,SBS43,0,0
LIHC-US,SBS44,0,0
LIHC-US,SBS45,0,0
LIHC-US,SBS46,0,0
LIHC-US,SBS47,0,0
LIHC-US,SBS48,0,0
LIHC-US,SBS49,0,0
LIHC-US,SBS50,0,0
LIHC-US,SBS51,0,0
LIHC-US,SBS52,0,0
LIHC-US,SBS53,0,0
LIHC-US,SBS54,0,0
LIHC-US,SBS55,0,0
LIHC-US,SBS56,0,0
LIHC-US,SBS57,0,0
LIHC-US,SBS58,0,0
LIHC-US,SBS59,0,0
LIHC-US,SBS60,0,0
LIHC-US,SBS84,0,0
LIHC-US,SBS85,0,0
LIHC-US,SBS86,0,0
LIHC-US,SBS87,0,0
LIHC-US,SBS88,0,0
LIHC-US,SBS89,0,0
LIHC-US,SBS90,0,0
LIHC-US,Unknown,1.98008242350339E-05,-2.50751426970371E-07
LINC-JP,SBS1,2.7344653657891E-06,-3.46506455052382E-08
LINC-JP,SBS2,0,0
LINC-JP,SBS3,0,0
LINC-JP,SBS4,2.80607292413646E-05,-4.23796078272423E-07
LINC-JP,SBS5,5.97795987543015E-05,-4.17465833100293E-07
LINC-JP,SBS6,0,0
LINC-JP,SBS7a,2.71549318630323E-06,-4.36605401414603E-08
LINC-JP,SBS7b,0,0
LINC-JP,SBS7c,0,0
LINC-JP,SBS7d,0,0
LINC-JP,SBS8,0,0
LINC-JP,SBS9,0,0
LINC-JP,SBS10a,0,0
LINC-JP,SBS10b,0,0
LINC-JP,SBS11,0,0
LINC-JP,SBS12,3.07402072972133E-05,-2.06723763980603E-07
LINC-JP,SBS13,0,0
LINC-JP,SBS14,0,0
LINC-JP,SBS15,0,0
LINC-JP,SBS16,-7.54571067948586E-06,3.35806551271355E-07
LINC-JP,SBS17a,0,0
LINC-JP,SBS17b,0,0
LINC-JP,SBS18,0,0
LINC-JP,SBS19,0,0
LINC-JP,SBS20,0,0
LINC-JP,SBS21,0,0
LINC-JP,SBS22,3.01865743560372E-05,-4.76552492853656E-07
LINC-JP,SBS23,0,0
LINC-JP,SBS24,0,0
LINC-JP,SBS25,0,0
LINC-JP,SBS26,0,0
LINC-JP,SBS27,0,0
LINC-JP,SBS28,0,0
LINC-JP,SBS29,0,0
LINC-JP,SBS30,0,0
LINC-JP,SBS31,0,0
LINC-JP,SBS32,0,0
LINC-JP,SBS33,0,0
LINC-JP,SBS34,0,0
LINC-JP,SBS35,7.85497235422061E-06,-9.10439979139219E-08
LINC-JP,SBS36,0,0
LINC-JP,SBS37,0,0
LINC-JP,SBS38,0,0
LINC-JP,SBS39,0,0
LINC-JP,SBS40,1.50590685036371E-05,-1.8515491529973E-07
LINC-JP,SBS41,0,0
LINC-JP,SBS42,0,0
LINC-JP,SBS43,0,0
LINC-JP,SBS44,0,0
LINC-JP,SBS45,0,0
LINC-JP,SBS46,0,0
LINC-JP,SBS47,0,0
LINC-JP,SBS48,0,0
LINC-JP,SBS49,0,0
LINC-JP,SBS50,0,0
LINC-JP,SBS51,0,0
LINC-JP,SBS52,0,0
LINC-JP,SBS53,0,0
LINC-JP,SBS54,0,0
LINC-JP,SBS55,0,0
LINC-JP,SBS56,0,0
LINC-JP,SBS57,0,0
LINC-JP,SBS58,0,0
LINC-JP,SBS59,0,0
LINC-JP,SBS60,0,0
LINC-JP,SBS84,0,0
LINC-JP,SBS85,0,0
LINC-JP,SBS86,0,0
LINC-JP,SBS87,0,0
LINC-JP,SBS88,0,0
LINC-JP,SBS89,0,0
LINC-JP,SBS90,0,0
LINC-JP,Unknown,8.79869586272207E-06,-1.10226137452093E-07
LIRI-JP,SBS1,3.10100023884256E-05,-3.9940316199948E-07
LIRI-JP,SBS2,0,0
LIRI-JP,SBS3,0,0
LIRI-JP,SBS4,0.000417202251573,-6.13921292410395E-06
LIRI-JP,SBS5,0.000784425642808,-8.24306282089019E-06
LIRI-JP,SBS6,0,0
LIRI-JP,SBS7a,4.01132578345332E-05,-6.5060848512017E-07
LIRI-JP,SBS7b,2.63484384992714E-05,-4.2358561211124E-07
LIRI-JP,SBS7c,0,0
LIRI-JP,SBS7d,0,0
LIRI-JP,SBS8,0,0
LIRI-JP,SBS9,0,0
LIRI-JP,SBS10a,0,0
LIRI-JP,SBS10b,0,0
LIRI-JP,SBS11,0,0
LIRI-JP,SBS12,0.000482575914125,-4.23891001714174E-06
LIRI-JP,SBS13,0,0
LIRI-JP,SBS14,0,0
LIRI-JP,SBS15,0,0
LIRI-JP,SBS16,-6.17291768039277E-05,2.64133277258291E-06
LIRI-JP,SBS17a,0,0
LIRI-JP,SBS17b,0,0
LIRI-JP,SBS18,0,0
LIRI-JP,SBS19,-3.64221461557153E-06,1.59787348805786E-07
LIRI-JP,SBS20,0,0
LIRI-JP,SBS21,0,0
LIRI-JP,SBS22,0.00028515255208,-4.10238245773615E-06
LIRI-JP,SBS23,0,0
LIRI-JP,SBS24,0,0
LIRI-JP,SBS25,0,0
LIRI-JP,SBS26,0,0
LIRI-JP,SBS27,0,0
LIRI-JP,SBS28,0,0
LIRI-JP,SBS29,0,0
LIRI-JP,SBS30,0,0
LIRI-JP,SBS31,0,0
LIRI-JP,SBS32,0,0
LIRI-JP,SBS33,0,0
LIRI-JP,SBS34,0,0
LIRI-JP,SBS35,6.67944085634552E-05,-9.36811456898842E-07
LIRI-JP,SBS36,0,0
LIRI-JP,SBS37,0,0
LIRI-JP,SBS38,0,0
LIRI-JP,SBS39,0,0
LIRI-JP,SBS40,8.56409874929459E-05,-4.83007890617988E-08
LIRI-JP,SBS41,0,0
LIRI-JP,SBS42,0,0
LIRI-JP,SBS43,0,0
LIRI-JP,SBS44,0,0
LIRI-JP,SBS45,0,0
LIRI-JP,SBS46,0,0
LIRI-JP,SBS47,0,0
LIRI-JP,SBS48,0,0
LIRI-JP,SBS49,0,0
LIRI-JP,SBS50,0,0
LIRI-JP,SBS51,0,0
LIRI-JP,SBS52,0,0
LIRI-JP,SBS53,0,0
LIRI-JP,SBS54,0,0
LIRI-JP,SBS55,0,0
LIRI-JP,SBS56,0,0
LIRI-JP,SBS57,0,0
LIRI-JP,SBS58,0,0
LIRI-JP,SBS59,0,0
LIRI-JP,SBS60,0,0
LIRI-JP,SBS84,0,0
LIRI-JP,SBS85,0,0
LIRI-JP,SBS86,0,0
LIRI-JP,SBS87,0,0
LIRI-JP,SBS88,0,0
LIRI-JP,SBS89,0,0
LIRI-JP,SBS90,0,0
LIRI-JP,Unknown,9.60575267602714E-05,-1.25845159151157E-06
LUAD-US,SBS1,0,0
LUAD-US,SBS2,2.03108700374406E-05,-7.2657503699384E-09
LUAD-US,SBS3,0,0
LUAD-US,SBS4,0.000920774022449,-1.18515923991084E-05
LUAD-US,SBS5,-1.1014068693306E-05,1.02717158571398E-06
LUAD-US,SBS6,0,0
LUAD-US,SBS7a,0,0
LUAD-US,SBS7b,0,0
LUAD-US,SBS7c,0,0
LUAD-US,SBS7d,0,0
LUAD-US,SBS8,0,0
LUAD-US,SBS9,0,0
LUAD-US,SBS10a,0,0
LUAD-US,SBS10b,0,0
LUAD-US,SBS11,0,0
LUAD-US,SBS12,0,0
LUAD-US,SBS13,3.07112915492828E-05,-1.06379323368867E-07
LUAD-US,SBS14,0,0
LUAD-US,SBS15,0,0
LUAD-US,SBS16,0,0
LUAD-US,SBS17a,0,0
LUAD-US,SBS17b,0,0
LUAD-US,SBS18,0,0
LUAD-US,SBS19,0,0
LUAD-US,SBS20,0,0
LUAD-US,SBS21,0,0
LUAD-US,SBS22,0,0
LUAD-US,SBS23,0,0
LUAD-US,SBS24,0,0
LUAD-US,SBS25,0,0
LUAD-US,SBS26,0,0
LUAD-US,SBS27,0,0
LUAD-US,SBS28,0,0
LUAD-US,SBS29,0,0
LUAD-US,SBS30,0,0
LUAD-US,SBS31,0,0
LUAD-US,SBS32,0,0
LUAD-US,SBS33,0,0
LUAD-US,SBS34,0,0
LUAD-US,SBS35,0,0
LUAD-US,SBS36,0,0
LUAD-US,SBS37,0,0
LUAD-US,SBS38,0,0
LUAD-US,SBS39,0,0
LUAD-US,SBS40,6.91278788102977E-05,-1.06729201900116E-06
LUAD-US,SBS41,0,0
LUAD-US,SBS42,0,0
LUAD-US,SBS43,0,0
LUAD-US,SBS44,0,0
LUAD-US,SBS45,0,0
LUAD-US,SBS46,0,0
LUAD-US,SBS47,0,0
LUAD-US,SBS48,0,0
LUAD-US,SBS49,0,0
LUAD-US,SBS50,0,0
LUAD-US,SBS51,0,0
LUAD-US,SBS52,0,0
LUAD-US,SBS53,0,0
LUAD-US,SBS54,0,0
LUAD-US,SBS55,0,0
LUAD-US,SBS56,0,0
LUAD-US,SBS57,0,0
LUAD-US,SBS58,0,0
LUAD-US,SBS59,0,0
LUAD-US,SBS60,0,0
LUAD-US,SBS84,0,0
LUAD-US,SBS85,0,0
LUAD-US,SBS86,0,0
LUAD-US,SBS87,0,0
LUAD-US,SBS88,0,0
LUAD-US,SBS89,0,0
LUAD-US,SBS90,0,0
LUAD-US,Unknown,2.13220518808364E-05,-2.67961195940253E-07
LUSC-US,SBS1,0,0
LUSC-US,SBS2,4.56154501037062E-05,-2.60199758540096E-07
LUSC-US,SBS3,0,0
LUSC-US,SBS4,0.001436341020008,-2.00131890585953E-05
LUSC-US,SBS5,8.34880040142151E-05,9.67118269037443E-07
LUSC-US,SBS6,0,0
LUSC-US,SBS7a,0,0
LUSC-US,SBS7b,0,0
LUSC-US,SBS7c,0,0
LUSC-US,SBS7d,0,0
LUSC-US,SBS8,0,0
LUSC-US,SBS9,0,0
LUSC-US,SBS10a,0,0
LUSC-US,SBS10b,0,0
LUSC-US,SBS11,0,0
LUSC-US,SBS12,0,0
LUSC-US,SBS13,8.24378396940209E-05,-6.11675975290287E-07
LUSC-US,SBS14,0,0
LUSC-US,SBS15,0,0
LUSC-US,SBS16,0,0
LUSC-US,SBS17a,0,0
LUSC-US,SBS17b,0,0
LUSC-US,SBS18,0,0
LUSC-US,SBS19,0,0
LUSC-US,SBS20,0,0
LUSC-US,SBS21,0,0
LUSC-US,SBS22,0,0
LUSC-US,SBS23,0,0
LUSC-US,SBS24,0,0
LUSC-US,SBS25,0,0
LUSC-US,SBS26,0,0
LUSC-US,SBS27,0,0
LUSC-US,SBS28,0,0
LUSC-US,SBS29,0,0
LUSC-US,SBS30,0,0
LUSC-US,SBS31,0,0
LUSC-US,SBS32,0,0
LUSC-US,SBS33,0,0
LUSC-US,SBS34,0,0
LUSC-US,SBS35,0,0
LUSC-US,SBS36,0,0
LUSC-US,SBS37,0,0
LUSC-US,SBS38,0,0
LUSC-US,SBS39,0,0
LUSC-US,SBS40,9.61385767549768E-05,-1.60166651562442E-06
LUSC-US,SBS41,0,0
LUSC-US,SBS42,0,0
LUSC-US,SBS43,0,0
LUSC-US,SBS44,0,0
LUSC-US,SBS45,0,0
LUSC-US,SBS46,0,0
LUSC-US,SBS47,0,0
LUSC-US,SBS48,0,0
LUSC-US,SBS49,0,0
LUSC-US,SBS50,0,0
LUSC-US,SBS51,0,0
LUSC-US,SBS52,0,0
LUSC-US,SBS53,0,0
LUSC-US,SBS54,0,0
LUSC-US,SBS55,0,0
LUSC-US,SBS56,0,0
LUSC-US,SBS57,0,0
LUSC-US,SBS58,0,0
LUSC-US,SBS59,0,0
LUSC-US,SBS60,0,0
LUSC-US,SBS84,0,0
LUSC-US,SBS85,0,0
LUSC-US,SBS86,0,0
LUSC-US,SBS87,0,0
LUSC-US,SBS88,0,0
LUSC-US,SBS89,0,0
LUSC-US,SBS90,0,0
LUSC-US,Unknown,4.70132874024118E-05,-5.57836672571064E-07
MALY-DE,SBS1,3.24403038032562E-05,-3.36505704909557E-07
MALY-DE,SBS2,1.31326781286131E-05,-1.91723064483003E-07
MALY-DE,SBS3,2.3470846988244E-05,-3.87624878473998E-07
MALY-DE,SBS4,0,0
MALY-DE,SBS5,4.32898247703219E-05,1.23057516290956E-06
MALY-DE,SBS6,1.71752387303079E-05,-1.8927535953055E-07
MALY-DE,SBS7a,0,0
MALY-DE,SBS7b,0,0
MALY-DE,SBS7c,0,0
MALY-DE,SBS7d,0,0
MALY-DE,SBS8,0.000108704555141,-1.79979534107368E-06
MALY-DE,SBS9,0.000535036035752,-8.09134066633673E-06
MALY-DE,SBS10a,5.83323768759671E-07,2.13910022377261E-08
MALY-DE,SBS10b,0,0
MALY-DE,SBS11,0,0
MALY-DE,SBS12,0,0
MALY-DE,SBS13,0,0
MALY-DE,SBS14,0,0
MALY-DE,SBS15,0,0
MALY-DE,SBS16,0,0
MALY-DE,SBS17a,8.51761966119663E-07,2.14810255828231E-09
MALY-DE,SBS17b,1.86363312732348E-06,2.1729542163454E-08
MALY-DE,SBS18,0,0
MALY-DE,SBS19,0,0
MALY-DE,SBS20,0,0
MALY-DE,SBS21,0,0
MALY-DE,SBS22,0,0
MALY-DE,SBS23,0,0
MALY-DE,SBS24,0,0
MALY-DE,SBS25,0,0
MALY-DE,SBS26,6.88168034455784E-07,1.95404926218371E-08
MALY-DE,SBS27,0,0
MALY-DE,SBS28,0,0
MALY-DE,SBS29,0,0
MALY-DE,SBS30,0,0
MALY-DE,SBS31,0,0
MALY-DE,SBS32,0,0
MALY-DE,SBS33,0,0
MALY-DE,SBS34,3.14323825574211E-05,-2.49946926610313E-07
MALY-DE,SBS35,0,0
MALY-DE,SBS36,1.36734801221548E-05,-2.18050879533235E-07
MALY-DE,SBS37,1.3071101447723E-05,-3.1868689009672E-08
MALY-DE,SBS38,0,0
MALY-DE,SBS39,0,0
MALY-DE,SBS40,1.77779597304228E-05,-2.93956251174253E-07
MALY-DE,SBS41,-3.8441263814607E-07,5.50545781815219E-08
MALY-DE,SBS42,0,0
MALY-DE,SBS43,0,0
MALY-DE,SBS44,0,0
MALY-DE,SBS45,0,0
MALY-DE,SBS46,0,0
MALY-DE,SBS47,0,0
MALY-DE,SBS48,0,0
MALY-DE,SBS49,0,0
MALY-DE,SBS50,0,0
MALY-DE,SBS51,0,0
MALY-DE,SBS52,0,0
MALY-DE,SBS53,0,0
MALY-DE,SBS54,0,0
MALY-DE,SBS55,0,0
MALY-DE,SBS56,2.20908885846098E-05,-2.94107377538171E-07
MALY-DE,SBS57,0,0
MALY-DE,SBS58,0,0
MALY-DE,SBS59,0,0
MALY-DE,SBS60,0,0
MALY-DE,SBS84,0,0
MALY-DE,SBS85,0,0
MALY-DE,SBS86,0,0
MALY-DE,SBS87,0,0
MALY-DE,SBS88,0,0
MALY-DE,SBS89,0,0
MALY-DE,SBS90,0,0
MALY-DE,Unknown,6.14505712338732E-05,-5.83927548181183E-07
ORCA-IN,SBS1,4.42047584373222E-06,-3.74313332624559E-08
ORCA-IN,SBS2,1.46506123387148E-05,-8.81351886765838E-08
ORCA-IN,SBS3,3.79299444913063E-06,-6.54785751471883E-08
ORCA-IN,SBS4,0,0
ORCA-IN,SBS5,1.61355693426522E-05,-5.08392049729526E-08
ORCA-IN,SBS6,0,0
ORCA-IN,SBS7a,0,0
ORCA-IN,SBS7b,0,0
ORCA-IN,SBS7c,0,0
ORCA-IN,SBS7d,0,0
ORCA-IN,SBS8,0,0
ORCA-IN,SBS9,0,0
ORCA-IN,SBS10a,0,0
ORCA-IN,SBS10b,0,0
ORCA-IN,SBS11,0,0
ORCA-IN,SBS12,0,0
ORCA-IN,SBS13,1.44861819781822E-05,-1.09677061876478E-07
ORCA-IN,SBS14,0,0
ORCA-IN,SBS15,0,0
ORCA-IN,SBS16,0,0
ORCA-IN,SBS17a,0,0
ORCA-IN,SBS17b,0,0
ORCA-IN,SBS18,1.43016520966147E-05,-2.3446679295775E-07
ORCA-IN,SBS19,0,0
ORCA-IN,SBS20,0,0
ORCA-IN,SBS21,0,0
ORCA-IN,SBS22,0,0
ORCA-IN,SBS23,0,0
ORCA-IN,SBS24,0,0
ORCA-IN,SBS25,0,0
ORCA-IN,SBS26,0,0
ORCA-IN,SBS27,0,0
ORCA-IN,SBS28,0,0
ORCA-IN,SBS29,0,0
ORCA-IN,SBS30,0,0
ORCA-IN,SBS31,0,0
ORCA-IN,SBS32,0,0
ORCA-IN,SBS33,0,0
ORCA-IN,SBS34,0,0
ORCA-IN,SBS35,0,0
ORCA-IN,SBS36,0,0
ORCA-IN,SBS37,0,0
ORCA-IN,SBS38,0,0
ORCA-IN,SBS39,0,0
ORCA-IN,SBS40,1.48383690255683E-06,-2.56155202527407E-08
ORCA-IN,SBS41,0,0
ORCA-IN,SBS42,0,0
ORCA-IN,SBS43,0,0
ORCA-IN,SBS44,0,0
ORCA-IN,SBS45,0,0
ORCA-IN,SBS46,0,0
ORCA-IN,SBS47,0,0
ORCA-IN,SBS48,0,0
ORCA-IN,SBS49,0,0
ORCA-IN,SBS50,0,0
ORCA-IN,SBS51,0,0
ORCA-IN,SBS52,0,0
ORCA-IN,SBS53,0,0
ORCA-IN,SBS54,0,0
ORCA-IN,SBS55,0,0
ORCA-IN,SBS56,0,0
ORCA-IN,SBS57,0,0
ORCA-IN,SBS58,0,0
ORCA-IN,SBS59,0,0
ORCA-IN,SBS60,0,0
ORCA-IN,SBS84,0,0
ORCA-IN,SBS85,0,0
ORCA-IN,SBS86,0,0
ORCA-IN,SBS87,0,0
ORCA-IN,SBS88,0,0
ORCA-IN,SBS89,0,0
ORCA-IN,SBS90,0,0
ORCA-IN,Unknown,2.60288638237952E-06,-3.86674113394699E-08
OV-AU,SBS1,1.70011754763026E-05,-1.67726223470606E-07
OV-AU,SBS2,-1.03495414425259E-06,7.14320743456954E-08
OV-AU,SBS3,-1.71937194349001E-07,4.57860036978788E-07
OV-AU,SBS4,0,0
OV-AU,SBS5,8.25063146130612E-05,-6.50063003893558E-07
OV-AU,SBS6,0,0
OV-AU,SBS7a,0,0
OV-AU,SBS7b,0,0
OV-AU,SBS7c,0,0
OV-AU,SBS7d,0,0
OV-AU,SBS8,0.000185277377899,-2.86149709226749E-06
OV-AU,SBS9,-2.48109958966222E-06,1.21020359834736E-07
OV-AU,SBS10a,0,0
OV-AU,SBS10b,0,0
OV-AU,SBS11,0,0
OV-AU,SBS12,0,0
OV-AU,SBS13,-2.2715439247677E-06,1.28424312400128E-07
OV-AU,SBS14,0,0
OV-AU,SBS15,0,0
OV-AU,SBS16,0,0
OV-AU,SBS17a,0,0
OV-AU,SBS17b,0,0
OV-AU,SBS18,0,0
OV-AU,SBS19,0,0
OV-AU,SBS20,0,0
OV-AU,SBS21,0,0
OV-AU,SBS22,0,0
OV-AU,SBS23,0,0
OV-AU,SBS24,0,0
OV-AU,SBS25,0,0
OV-AU,SBS26,0,0
OV-AU,SBS27,0,0
OV-AU,SBS28,0,0
OV-AU,SBS29,0,0
OV-AU,SBS30,0,0
OV-AU,SBS31,0,0
OV-AU,SBS32,0,0
OV-AU,SBS33,0,0
OV-AU,SBS34,0,0
OV-AU,SBS35,0,0
OV-AU,SBS36,0,0
OV-AU,SBS37,0,0
OV-AU,SBS38,0,0
OV-AU,SBS39,5.61832038268552E-06,-8.21852975931658E-08
OV-AU,SBS40,-4.17704762451379E-06,7.55631099853123E-07
OV-AU,SBS41,5.36110138262727E-06,-8.52762024086482E-08
OV-AU,SBS42,0,0
OV-AU,SBS43,0,0
OV-AU,SBS44,0,0
OV-AU,SBS45,0,0
OV-AU,SBS46,0,0
OV-AU,SBS47,0,0
OV-AU,SBS48,0,0
OV-AU,SBS49,0,0
OV-AU,SBS50,0,0
OV-AU,SBS51,0,0
OV-AU,SBS52,0,0
OV-AU,SBS53,0,0
OV-AU,SBS54,0,0
OV-AU,SBS55,0,0
OV-AU,SBS56,0,0
OV-AU,SBS57,0,0
OV-AU,SBS58,0,0
OV-AU,SBS59,0,0
OV-AU,SBS60,0,0
OV-AU,SBS84,0,0
OV-AU,SBS85,0,0
OV-AU,SBS86,0,0
OV-AU,SBS87,0,0
OV-AU,SBS88,0,0
OV-AU,SBS89,0,0
OV-AU,SBS90,0,0
OV-AU,Unknown,1.34965998811853E-05,-1.61062418905396E-07
OV-US,SBS1,9.06199719009824E-06,-7.56512442726497E-08
OV-US,SBS2,-4.56532458405564E-07,1.97913848923136E-08
OV-US,SBS3,1.54688038589609E-07,3.13789650428524E-07
OV-US,SBS4,0,0
OV-US,SBS5,3.06315912028907E-05,-2.29835474537788E-07
OV-US,SBS6,0,0
OV-US,SBS7a,0,0
OV-US,SBS7b,0,0
OV-US,SBS7c,0,0
OV-US,SBS7d,0,0
OV-US,SBS8,0.000142135754054,-2.15360345640456E-06
OV-US,SBS9,0,0
OV-US,SBS10a,0,0
OV-US,SBS10b,0,0
OV-US,SBS11,0,0
OV-US,SBS12,0,0
OV-US,SBS13,-7.31829561174011E-07,3.11015991240977E-08
OV-US,SBS14,0,0
OV-US,SBS15,0,0
OV-US,SBS16,0,0
OV-US,SBS17a,0,0
OV-US,SBS17b,0,0
OV-US,SBS18,0,0
OV-US,SBS19,0,0
OV-US,SBS20,0,0
OV-US,SBS21,0,0
OV-US,SBS22,0,0
OV-US,SBS23,0,0
OV-US,SBS24,0,0
OV-US,SBS25,0,0
OV-US,SBS26,0,0
OV-US,SBS27,0,0
OV-US,SBS28,0,0
OV-US,SBS29,0,0
OV-US,SBS30,0,0
OV-US,SBS31,0,0
OV-US,SBS32,0,0
OV-US,SBS33,0,0
OV-US,SBS34,0,0
OV-US,SBS35,0,0
OV-US,SBS36,0,0
OV-US,SBS37,0,0
OV-US,SBS38,0,0
OV-US,SBS39,0,0
OV-US,SBS40,8.47623114606955E-06,4.43715319632415E-07
OV-US,SBS41,2.07527903951592E-06,-3.58256033228506E-08
OV-US,SBS42,0,0
OV-US,SBS43,0,0
OV-US,SBS44,0,0
OV-US,SBS45,0,0
OV-US,SBS46,0,0
OV-US,SBS47,0,0
OV-US,SBS48,0,0
OV-US,SBS49,0,0
OV-US,SBS50,0,0
OV-US,SBS51,0,0
OV-US,SBS52,0,0
OV-US,SBS53,0,0
OV-US,SBS54,0,0
OV-US,SBS55,0,0
OV-US,SBS56,0,0
OV-US,SBS57,0,0
OV-US,SBS58,0,0
OV-US,SBS59,0,0
OV-US,SBS60,0,0
OV-US,SBS84,0,0
OV-US,SBS85,0,0
OV-US,SBS86,0,0
OV-US,SBS87,0,0
OV-US,SBS88,0,0
OV-US,SBS89,0,0
OV-US,SBS90,0,0
OV-US,Unknown,7.87418064339657E-06,-8.46996025953922E-08
PACA-AU,SBS1,0.00011505628153,-1.43812321806847E-06
PACA-AU,SBS2,1.39592525001242E-05,-1.10210081044472E-07
PACA-AU,SBS3,3.95371690221859E-06,-6.82531315994849E-08
PACA-AU,SBS4,0,0
PACA-AU,SBS5,0.000112731020911,-9.47101620464314E-07
PACA-AU,SBS6,0,0
PACA-AU,SBS7a,0,0
PACA-AU,SBS7b,0,0
PACA-AU,SBS7c,0,0
PACA-AU,SBS7d,0,0
PACA-AU,SBS8,7.03366922473027E-05,-1.08963199268322E-06
PACA-AU,SBS9,0,0
PACA-AU,SBS10a,0,0
PACA-AU,SBS10b,0,0
PACA-AU,SBS11,0,0
PACA-AU,SBS12,0,0
PACA-AU,SBS13,5.07885378858479E-06,-4.89419424821602E-08
PACA-AU,SBS14,0,0
PACA-AU,SBS15,0,0
PACA-AU,SBS16,0,0
PACA-AU,SBS17a,0,0
PACA-AU,SBS17b,0,0
PACA-AU,SBS18,0,0
PACA-AU,SBS19,0,0
PACA-AU,SBS20,0,0
PACA-AU,SBS21,0,0
PACA-AU,SBS22,0,0
PACA-AU,SBS23,0,0
PACA-AU,SBS24,0,0
PACA-AU,SBS25,0,0
PACA-AU,SBS26,0,0
PACA-AU,SBS27,0,0
PACA-AU,SBS28,0,0
PACA-AU,SBS29,0,0
PACA-AU,SBS30,0,0
PACA-AU,SBS31,0,0
PACA-AU,SBS32,0,0
PACA-AU,SBS33,0,0
PACA-AU,SBS34,5.21244355539019E-06,-8.35122676889703E-08
PACA-AU,SBS35,0,0
PACA-AU,SBS36,0,0
PACA-AU,SBS37,0,0
PACA-AU,SBS38,-2.86926677204199E-07,2.84924231763593E-08
PACA-AU,SBS39,0,0
PACA-AU,SBS40,-1.3972351543195E-05,7.06338795537961E-07
PACA-AU,SBS41,4.18149693859415E-05,-6.73317589636451E-07
PACA-AU,SBS42,0,0
PACA-AU,SBS43,0,0
PACA-AU,SBS44,0,0
PACA-AU,SBS45,0,0
PACA-AU,SBS46,0,0
PACA-AU,SBS47,0,0
PACA-AU,SBS48,0,0
PACA-AU,SBS49,0,0
PACA-AU,SBS50,0,0
PACA-AU,SBS51,0,0
PACA-AU,SBS52,0,0
PACA-AU,SBS53,0,0
PACA-AU,SBS54,0,0
PACA-AU,SBS55,0,0
PACA-AU,SBS56,0,0
PACA-AU,SBS57,0,0
PACA-AU,SBS58,4.62030839250781E-06,-7.97605201745942E-08
PACA-AU,SBS59,0,0
PACA-AU,SBS60,0,0
PACA-AU,SBS84,0,0
PACA-AU,SBS85,0,0
PACA-AU,SBS86,0,0
PACA-AU,SBS87,0,0
PACA-AU,SBS88,0,0
PACA-AU,SBS89,0,0
PACA-AU,SBS90,0,0
PACA-AU,Unknown,6.10792217295407E-05,-8.48430489320784E-07
PACA-CA,SBS1,0.000212053452558,-2.15731946207208E-06
PACA-CA,SBS2,6.82515189154884E-06,-1.1782279858706E-07
PACA-CA,SBS3,1.32065236488178E-05,-2.16327440672139E-07
PACA-CA,SBS4,0,0
PACA-CA,SBS5,0.000171393400971,-6.28621385248732E-07
PACA-CA,SBS6,1.70312079647957E-06,1.3337488320793E-07
PACA-CA,SBS7a,0,0
PACA-CA,SBS7b,0,0
PACA-CA,SBS7c,0,0
PACA-CA,SBS7d,0,0
PACA-CA,SBS8,8.10833963324607E-05,-1.22113126396824E-06
PACA-CA,SBS9,2.01586556021447E-06,3.03453086642745E-08
PACA-CA,SBS10a,0,0
PACA-CA,SBS10b,6.0983189890607E-07,1.53796660835904E-09
PACA-CA,SBS11,0,0
PACA-CA,SBS12,0,0
PACA-CA,SBS13,0,0
PACA-CA,SBS14,0,0
PACA-CA,SBS15,0,0
PACA-CA,SBS16,0,0
PACA-CA,SBS17a,0,0
PACA-CA,SBS17b,-2.14305003543885E-06,7.67081854125692E-08
PACA-CA,SBS18,0,0
PACA-CA,SBS19,0,0
PACA-CA,SBS20,8.1081930964928E-06,-1.39971976784281E-07
PACA-CA,SBS21,0,0
PACA-CA,SBS22,0,0
PACA-CA,SBS23,0,0
PACA-CA,SBS24,0,0
PACA-CA,SBS25,0,0
PACA-CA,SBS26,0,0
PACA-CA,SBS27,0,0
PACA-CA,SBS28,0,0
PACA-CA,SBS29,0,0
PACA-CA,SBS30,0,0
PACA-CA,SBS31,0,0
PACA-CA,SBS32,0,0
PACA-CA,SBS33,6.3627099781979E-06,-1.09839650185274E-07
PACA-CA,SBS34,1.48324528318146E-05,-1.93919873049934E-07
PACA-CA,SBS35,0,0
PACA-CA,SBS36,0,0
PACA-CA,SBS37,0,0
