,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS11,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22,SBS23,SBS24,SBS25,SBS26,SBS27,SBS28,SBS29,SBS30,SBS31,SBS32,SBS33,SBS34,SBS35,SBS36,SBS37,SBS38,SBS39,SBS40,SBS41,SBS42,SBS43,SBS44,SBS45,SBS46,SBS47,SBS48,SBS49,SBS50,SBS51,SBS52,SBS53,SBS54,SBS55,SBS56,SBS57,SBS58,SBS59,SBS60,SBS84,SBS85,SBS86,SBS87,SBS88,SBS89,SBS90,Unknown,Classification
TCGA-12-0707-01A-01W-0348-08,0.17158665,0.021468954,0,0,0.7459813,0,0,0,0,0,0,0,0,0,0,0,0.012147077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026403116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022412896,0.9988009
TCGA-12-0773-01A-01W-0348-08,0.14257954,0,0.039536636,0,0.713331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02810443,0,0,0,0,0,0,0,0,0,0.01939494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010399215,0,0,0,0,0,0,0,0,0,0.046654224,0.768549
TCGA-12-0778-01A-01W-0348-08,0.026069248,0,0.17061229,0,0.060474847,0,0,0,0,0,0.015090521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6457467,0,0,0,0,0,0,0,0,0,0,0.015485518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06652081,0.9963295
TCGA-12-0822-01A-01W-0424-08,0.07078855,0,0,0.017085033,0,0,0,0,0,0,0,0,0,0,0,0,0.06495676,0.09473906,0.021980856,0,0.022896264,0,0,0.10759662,0,0.02727681,0.080920875,0,0,0,0,0,0,0,0,0.15317397,0,0,0.028634537,0,0,0,0,0,0,0,0,0,0,0,0,0.05393411,0,0,0.07848914,0,0,0,0.017461356,0,0,0,0,0,0,0,0,0.027782567,0,0,0,0.116685435,0.015598059,0.35436812
TCGA-12-1089-01A-01W-0611-08,0.02671278,0,0,0,0.1763008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012497378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73363346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050855577,0.98494905
TCGA-12-1600-01A-01W-0643-08,0.2716657,0.017419614,0,0,0.69023234,0,0,0,0,0,0,0,0,0,0,0,0.011456803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009225547,0.99997973
TCGA-12-1602-01A-01W-0643-08,0.16099276,0,0,0,0.3245669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49081853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023621798,0.99999964
TCGA-12-3652-01A-01D-1495-08,0.2223475,0,0.01334485,0,0.69922787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043902844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021176934,0.9982918
TCGA-14-1794-01A-01W-0643-08,0.040907077,0.042478718,0,0,0.22184168,0,0.014120063,0.015621043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026283773,0,0,0,0,0,0,0,0,0,0.6066408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032106817,0.99785346
TCGA-16-0848-01A-01D-1492-08,0.5080089,0,0,0,0,0.066486746,0,0.019467194,0,0,0,0,0,0.042627506,0,0,0,0,0.09950116,0,0,0,0,0,0,0,0,0,0,0,0,0.015059959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03309943,0,0,0.030183071,0,0,0,0,0,0,0,0.112080686,0,0.038292315,0,0,0,0.035193026,0.004766266
TCGA-17-Z016-01A-01W-0746-08,0.015077003,0,0,0.7008757,0.19678313,0,0,0,0,0,0.022175843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01620115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048887193,0.9934716
TCGA-17-Z023-01A-01W-0746-08,0.011602668,0.03816705,0.042425156,0.27387416,0.53763413,0,0,0,0,0,0,0,0,0,0,0,0.0674153,0,0,0,0,0,0.011854084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017027438,0.9952715
TCGA-17-Z026-01A-01W-0746-08,0.012606962,0.39474574,0,0.15433174,0.048837513,0,0,0,0,0,0.011632315,0,0,0,0,0,0.32444093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006634593,0.993733
TCGA-17-Z028-01A-01W-0746-08,0.013223373,0.05261126,0.026785782,0.6444524,0.18634436,0,0,0,0,0,0,0,0,0,0,0,0.042487893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03409493,0.96946466
TCGA-17-Z030-01A-01W-0746-08,0,0.010893044,0,0.8260976,0.12888809,0,0,0,0,0,0,0,0,0,0,0,0.010292948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023828328,0.96854603
TCGA-17-Z055-01A-01W-0747-08,0.012940807,0.013072142,0.01666969,0.646213,0.2627763,0,0,0,0,0,0.010557641,0,0,0,0,0,0.012941282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02482915,0.9411409
TCGA-17-Z062-01A-01W-0747-08,0,0.012401167,0,0.6499061,0.30816782,0,0,0,0,0,0,0,0,0,0,0,0.016696779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012828112,0.9249146
TCGA-18-3407-01A-01D-0983-08,0,0,0.018342495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017541222,0,0,0,0.017407276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06308775,0,0,0,0.018872255,0,0,0.7633424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010732264,0,0,0.0460019,0,0,0.04467243,1.03565526E-07
TCGA-18-3409-01A-01D-0983-08,0,0,0,0,0,0,0.42386883,0.52781147,0.014010602,0.018495757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01581335,0.9911317
TCGA-18-3416-01A-01D-0983-08,0,0.01884024,0,0.111392364,0,0,0,0,0.012646589,0,0,0,0,0,0,0,0.055942237,0.029891903,0,0.04088161,0,0,0,0,0.15505041,0,0.025482535,0,0,0,0,0,0,0,0,0.013487848,0,0,0,0,0,0,0.10450021,0.021755712,0,0,0,0,0,0.3860407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024087667,2.981656E-05
TCGA-18-3417-01A-01D-1441-08,0,0.011882137,0,0.3298139,0.539219,0,0,0,0,0,0,0,0,0,0,0.019216644,0.013961216,0,0,0.012283665,0,0,0,0,0,0,0.015461426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020794425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037367582,0.9933937
TCGA-19-1385-01A-02W-0643-08,0,0.053921502,0,0,0,0,0,0,0,0,0.1890161,0,0,0,0,0,0.023281287,0.028118586,0,0,0,0,0,0.038383856,0,0.015872221,0.07709979,0,0,0,0,0,0.013724626,0.042714287,0.086590536,0,0,0,0,0.011265869,0,0,0.011928822,0,0,0,0,0,0,0,0.09916129,0,0,0,0.016260909,0.018698046,0.014895383,0,0,0,0,0,0,0,0.03544217,0.03685245,0,0.109055966,0,0.026690023,0,0,0.051026225,0.037823975
TCGA-19-1787-01B-01D-1495-08,0.62056345,0,0,0,0,0.019012792,0,0.023783557,0,0.030591879,0,0,0,0.05833538,0,0.039656598,0,0,0.03563291,0,0,0,0,0.046342984,0.02321525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07320434,0,0,0,0.029660821,0.0009128733
TCGA-19-1788-01A-01W-0643-08,0.021460488,0,0.026450349,0,0.013285442,0,0,0,0,0,0.014767664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8777215,0.016758142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029556394,0.9740673
TCGA-19-5958-01A-11D-1696-08,0.29404813,0,0,0,0.49599853,0,0,0,0,0,0.01292338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150606865,0.014183293,0,0,0.15736118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010424793,0.51344967
TCGA-19-A6J4-01A-11D-A33T-08,0.36347526,0,0,0,0.48281398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12959398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024116755,0.99995375
TCGA-21-1077-01A-01D-1521-08,0,0.045938857,0,0.3899505,0.4907749,0,0,0,0,0,0,0,0,0,0,0,0.04985634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023479342,0.9976549
TCGA-21-1079-01A-01W-0782-08,0,0,0,0,0.026901357,0,0.25198323,0.65652305,0.012522812,0.016714875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035354674,0.5909216
TCGA-21-1080-01A-01W-0782-08,0.037490364,0.022103969,0,0,0,0,0,0,0,0,0.022448944,0,0,0,0,0.033517417,0.011463225,0.06134565,0.20320326,0.12758732,0,0.011636218,0,0,0.04087119,0.16087171,0.01872869,0,0,0.014534414,0,0,0,0,0.024146315,0,0,0.014791399,0.013719415,0,0,0,0,0,0,0,0,0,0.06899946,0,0,0,0,0,0,0.022479663,0,0,0.01954844,0,0,0,0,0,0,0,0.03552513,0,0,0,0,0,0.034987807,0.092519596
TCGA-21-1081-01A-01D-1521-08,0.023086281,0,0,0,0.3316969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56185216,0.027145132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05621946,0.99848384
TCGA-21-1082-01A-01D-1521-08,0,0.09016352,0,0.34721345,0.3898985,0,0,0,0,0,0,0,0,0,0,0,0.15557694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017147541,0.9999944
TCGA-21-5786-01A-01D-1632-08,0.020042585,0.016142938,0.015200111,0.6856025,0.15890329,0,0,0,0,0,0.04192052,0,0,0,0,0,0.017651787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018168662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026367664,0.6531304
TCGA-22-1002-01A-01D-1521-08,0,0,0,0.40757644,0.55916977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03325379,0.9918389
TCGA-22-1005-01A-01D-1521-08,0,0.016020073,0,0.52043736,0.42933258,0,0,0,0,0,0,0,0,0,0,0,0.017695526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01651442,0.9991798
TCGA-22-1011-01A-01D-1521-08,0.013705047,0.29433098,0,0,0.13113622,0,0,0,0,0,0,0,0,0,0,0,0.54689956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013928115,0.9937744
TCGA-22-4595-01A-01D-1267-08,0,0.02758198,0,0.35171208,0.5259418,0,0,0,0,0,0.013411805,0,0,0,0,0,0.049099945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03225243,0.99858826
TCGA-22-5473-01A-01D-1632-08,0.012377257,0.19395927,0.010385255,0.1655804,0.33092657,0,0,0,0,0,0,0,0,0,0,0,0.25854304,0,0,0,0,0,0.010198282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018029869,0.9925988
TCGA-22-5483-01A-01D-1817-08,0,0.010457333,0,0.3990149,0.50530386,0,0,0,0,0,0.010560659,0,0,0,0,0,0.017545745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021626983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035490513,0.9952766
TCGA-22-A5C4-01A-12D-A27K-08,0.019351417,0.028849607,0.017192934,0.56710356,0.25896594,0,0,0,0,0,0.017768584,0,0,0,0,0,0.03438773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028389055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027991176,0.999912
TCGA-27-2523-01A-01D-1494-08,0.26395127,0.017508185,0,0,0.263892,0,0,0,0,0,0,0,0,0,0,0,0.010326155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43989742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004424989,0.99908197
TCGA-28-5211-01C-11D-1845-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8136861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002564907,4.1955375E-14
TCGA-2H-A9GI-01A-11D-A37C-09,0.024884483,0,0,0,0.07147578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19124411,0.32856387,0,0,0,0,0,0,0,0,0,0,0.017715568,0,0,0,0,0,0,0,0,0,0,0,0.356319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009797215,0.9997588
TCGA-32-1976-01A-01W-0837-08,0.30597618,0,0,0,0.2928249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36894733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032251596,0.90301543
TCGA-32-4210-01A-01D-1353-08,0.19495146,0,0,0,0.66856647,0,0,0,0,0,0.011279746,0,0,0,0,0,0,0,0,0,0,0,0.017442519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047399003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06036085,0.7248162
TCGA-33-4532-01A-01D-1267-08,0.014540262,0.06986999,0.027256202,0.13631688,0.6251186,0,0,0,0,0,0.02933883,0,0,0,0,0,0.07119199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026367247,0.99680686
TCGA-34-A5IX-01A-12D-A27K-08,0.01973723,0.032696143,0.22362076,0.106791146,0.5111842,0,0,0,0,0,0,0,0,0,0,0,0.043272205,0,0,0,0,0,0.03316095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02953738,0.9850994
TCGA-35-4122-01A-01D-1105-08,0,0.022706062,0,0.3329839,0.5756333,0,0,0,0,0,0,0,0,0,0,0,0.027985716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040691018,0.9949313
TCGA-37-4130-01A-01D-1352-08,0,0,0,0.7732964,0.105123185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10459881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016981602,0.99386275
TCGA-37-4135-01A-01D-1352-08,0.011489596,0.021236505,0.039195064,0.28512782,0.57421595,0,0,0,0,0,0,0,0,0,0,0,0.04002504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028710008,0.9995474
TCGA-37-A5EM-01A-21D-A27K-08,0,0.019511545,0,0.44654176,0.48071763,0,0,0,0,0,0,0,0,0,0,0,0.025664588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027564526,0.9933188
TCGA-37-A5EN-01A-21D-A26M-08,0.013414075,0.011152807,0.0321657,0.063103795,0.76404494,0,0,0,0,0,0,0,0,0,0,0.013316788,0.020496495,0,0,0,0,0,0,0,0,0,0.011082385,0,0,0,0,0,0,0.011929689,0,0,0,0,0,0,0,0,0,0,0.01577077,0.0132933585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030229151,0.99847263
TCGA-38-4629-01A-02D-1265-08,0.010206553,0.038445704,0,0.49147394,0.37562132,0,0,0,0,0,0.023043374,0,0,0,0,0,0.026000798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035208285,0.999408
TCGA-38-4632-01A-01D-1753-08,0,0.016710186,0,0.50922275,0.42894903,0,0,0,0,0,0.013145196,0,0,0,0,0,0.0167466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015226245,0.99452025
TCGA-39-5029-01A-01D-1441-08,0,0.05088344,0,0.06594337,0.7897899,0,0,0,0,0,0,0,0,0,0,0,0.05555536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03782791,0.9991091
TCGA-39-5040-01A-21D-2122-08,0.01652871,0.025016062,0.02443216,0.71921897,0.13317847,0,0,0,0,0,0,0,0,0,0,0,0.0284293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015653491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03754282,0.9989723
