"","x"
"6367","PTPRJ"
"6368","SERPING1"
"6369","MIR4300HG"
"6370","DLG2"
"6371","RAB38"
"6372","CWF19L2"
"6373","DDX10"
"6374","ETS1"
"6375","LINC02443"
"6376","CLSTN3"
"6377","PEX5"
"6378","NANOGNB"
"6379","EPS8"
"6380","SLCO1A2"
"6381","BCAT1"
"6382","TMTC1"
"6383","DENND5B"
"6384","CNTN1"
"6385","GXYLT1"
"6386","LINC01619"
"6387","CUX2"
"6388","CUX2"
"6389","MED13L"
"6390","RIMBP2"
"6391","MIPEP"
"6392","CCDC169"
"6393","LOC102723968"
"6394","LINC00333"
"6395","LINC00351"
"6396","LINC00351"
"6397","HS6ST3"
"6398","NALCN-AS1"
"6399","DHRS2"
"6400","AKAP6"
"6401","FANCM"
"6402","ZBTB25"
"6403","NRXN3"
"6404","STON2"
"6405","LINC02301"
"6406","EFCAB11"
"6407","PSMC1"
"6408","SLC24A4"
"6409","LINC02291"
"6410","YY1"
"6411","LINC00221"
"6412","SNHG14"
"6413","OTUD7A"
"6414","FMN1"
"6415","RTF1"
"6416","RORA"
"6417","SPG21"
"6418","SMAD3"
"6419","MYO9A"
"6420","LINGO1-AS2"
"6421","ARNT2"
"6422","PDE8A"
"6423","CRTC3"
"6424","CRTC3"
"6425","SLCO3A1"
"6426","ACSM1"
"6427","LAT"
"6428","UTP4"
"6429","ADAMTS18"
"6430","CDYL2"
"6431","CDH13"
"6432","NAA38"
"6433","NDEL1"
"6434","NT5M"
"6435","CCDC144CP"
"6436","CPD"
"6437","KRT20"
"6438","ACLY"
"6439","DCAKD"
"6440","LOC101927166"
"6441","GNGT2"
"6442","CA10"
"6443","CA10"
"6444","ANKFN1"
"6445","PRKCA"
"6446","PRKCA"
"6447","CACNG4"
"6448","LINC01483"
"6449","L3MBTL4"
"6450","LDLRAD4"
"6451","DTNA"
"6452","ZBTB7C"
"6453","DCC"
"6454","NEDD4L"
"6455","RTTN"
"6456","DIPK1C"
"6457","SH3GL1"
"6458","LOC101928844"
"6459","INSR"
"6460","ZNF266"
"6461","CACNA1A"
"6462","DPY19L3"
"6463","LIPE-AS1"
"6464","ZNF749"
"6465","ZBTB45"
"6466","RNF24"
"6467","KAT14"
"6468","SLC24A3-AS1"
"6469","CFAP61"
"6470","NINL"
"6471","PTPRT"
"6472","PTPRT"
"6473","LINC01524"
"6474","NCAM2"
"6475","LINC01690"
"6476","KCNJ6"
"6477","MICAL3"
"6478","TTC28"
"6479","ASCC2"
"6480","OSBP2"
"6481","TP73"
"6482","TP73"
"6483","CAMTA1"
"6484","LZIC"
"6485","IGSF21"
"6486","CAPZB"
"6487","VWA5B1"
"6488","FGR"
"6489","NKAIN1"
"6490","DCDC2B"
"6491","TRIM62"
"6492","FOXJ3"
"6493","ZMYND12"
"6494","MAST2"
"6495","FAF1"
"6496","EPS15"
"6497","USP24"
"6498","DAB1"
"6499","LINC01135"
"6500","SGIP1"
"6501","NEGR1"
"6502","NEGR1"
"6503","LINC01362"
"6504","PKN2"
"6505","FRRS1"
"6506","LINC01677"
"6507","VAV3"
"6508","AKNAD1"
"6509","CD53"
"6510","TTF2"
"6511","NOTCH2NLC"
"6512","TXNIP"
"6513","LOC100996740"
"6514","PIP5K1A"
"6515","TPM3"
"6516","PEX19"
"6517","DDR2"
"6518","RGS5"
"6519","F5"
"6520","RALGPS2"
"6521","STX6"
"6522","C1orf21"
"6523","KCNT2"
"6524","PTPRVP"
"6525","PACC1"
"6526","HLX-AS1"
"6527","CNIH3"
"6528","RGS7"
"6529","SMYD3"
"6530","OR2L13"
"6531","EIPR1"
"6532","LINC01248"
"6533","LINC00299"
"6534","IAH1"
"6535","MIR3681HG"
"6536","ATRAID"
"6537","TOGARAM2"
"6538","ALK"
"6539","BIRC6"
"6540","LTBP1"
"6541","TTC7A"
"6542","LOC730100"
"6543","LOC730100"
"6544","LOC730100"
"6545","TGFA"
"6546","EXOC6B"
"6547","POLR1A"
"6548","AFF3"
"6549","NPAS2"
"6550","DPP10"
"6551","CNTNAP5"
"6552","ZRANB3"
"6553","THSD7B"
"6554","KYNU"
"6555","NMI"
"6556","NR4A2"
"6557","COBLL1"
"6558","GALNT3"
"6559","STK39"
"6560","TTN"
"6561","CCDC141"
"6562","CWC22"
"6563","STAT4"
"6564","PCGEM1"
"6565","FTCDNL1"
"6566","NBEAL1"
"6567","NBEAL1"
"6568","PARD3B"
"6569","MARCHF4"
"6570","CXCR2P1"
"6571","TUBA4B"
"6572","MIR1471"
"6573","DIS3L2"
"6574","GIGYF2"
"6575","MLPH"
"6576","CHL1-AS1"
"6577","LMCD1"
"6578","SRGAP3"
"6579","ATG7"
"6580","VGLL4"
"6581","WNT7A"
"6582","SATB1-AS1"
"6583","DOCK3"
"6584","FLNB"
"6585","CFAP20DC-AS1"
"6586","CADPS"
"6587","ADAMTS9-AS2"
"6588","SLC25A26"
"6589","EPHA6"
"6590","CLDND1"
"6591","ABI3BP"
"6592","HHLA2"
"6593","CCDC191"
"6594","LSAMP"
"6595","KPNA1"
"6596","HEG1"
"6597","LINC02016"
"6598","MGLL"
"6599","KBTBD12"
"6600","ATP2C1"
"6601","CLSTN2"
"6602","TMEM14EP"
"6603","LEKR1"
"6604","RSRC1"
"6605","IL12A-AS1"
"6606","MECOM"
"6607","MECOM"
"6608","TNIK"
"6609","NAALADL2"
"6610","LINC01206"
"6611","DLG1"
"6612","RGS12"
"6613","STK32B"
"6614","PPP2R2C"
"6615","LINC02505"
"6616","RHOH"
"6617","LIMCH1"
"6618","GABRB1"
"6619","CORIN"
"6620","CRACD"
"6621","ADGRL3"
"6622","SDAD1"
"6623","CFAP299"
"6624","PRKG2"
"6625","HPSE"
"6626","LOC101928978"
"6627","PPP3CA"
"6628","PRDM5"
"6629","SLC25A31"
"6630","LOC101927359"
"6631","SCOC-AS1"
"6632","LOC101927636"
"6633","LINC02266"
"6634","RNF175"
"6635","GRIA2"
"6636","GRIA2"
"6637","NPY1R"
"6638","SPOCK3"
"6639","WDR17"
"6640","STOX2"
"6641","SORBS2"
"6642","MARCHF11"
"6643","LINC02217"
"6644","LIFR-AS1"
"6645","PLCXD3"
"6646","MTREX"
"6647","PART1"
"6648","SMIM15-AS1"
"6649","MAST4"
"6650","MAST4"
"6651","MAST4"
"6652","SV2C"
"6653","WDR41"
"6654","DMGDH"
"6655","VCAN"
"6656","FAM172A"
"6657","SLF1"
"6658","LOC101929710"
"6659","LOC101929710"
"6660","EFNA5"
"6661","EFNA5"
"6662","TMEM232"
"6663","TRIM36"
"6664","SEMA6A"
"6665","SNCAIP"
"6666","CHSY3"
"6667","CDC42SE2"
"6668","FSTL4"
"6669","TRPC7-AS2"
"6670","NR3C1"
"6671","SH3TC2"
"6672","SYNPO"
"6673","LOC105378230"
"6674","EBF1"
"6675","CCNJL"
"6676","WWC1"
"6677","C5orf58"
"6678","COL23A1"
"6679","KIF13A"
"6680","CDKAL1"
"6681","PRL"
"6682","CARMIL1"
"6683","UBD"
"6684","ILRUN"
"6685","PNPLA1"
"6686","TTBK1"
"6687","ANKRD66"
"6688","PTCHD4"
"6689","EFHC1"
"6690","EYS"
"6691","RIMS1"
"6692","LOC101928516"
"6693","IMPG1"
"6694","IBTK"
"6695","LOC105377879"
"6696","RNGTT"
"6697","PDSS2"
"6698","SESN1"
"6699","DCBLD1"
"6700","PERP"
"6701","HIVEP2"
"6702","LINC01277"
"6703","UTRN"
"6704","ADGB"
"6705","MTHFD1L"
"6706","NOX3"
"6707","SYTL3"
"6708","PRKAR1B"
"6709","NXPH1"
"6710","NXPH1"
"6711","THSD7A"
"6712","THSD7A"
"6713","DGKB"
"6714","HDAC9"
"6715","RAPGEF5"
"6716","CREB5"
"6717","PDE1C"
"6718","HERPUD2"
"6719","POU6F2"
"6720","GLI3"
"6721","HECW1"
"6722","TNS3"
"6723","ABCA13"
"6724","TYW1"
"6725","AUTS2"
"6726","RUNDC3B"
"6727","CDK14"
"6728","CASD1"
"6729","LINC02476"
"6730","KCND2"
"6731","SND1"
"6732","CHCHD3"
"6733","DGKI"
"6734","CREB3L2"
"6735","CNTNAP2"
"6736","KMT2C"
"6737","NAT1"
"6738","NRG1"
"6739","MIR1268A"
"6740","CLVS1"
"6741","NKAIN3"
"6742","NKAIN3"
"6743","CPA6"
"6744","C8orf34"
"6745","C8orf34"
"6746","MRPS28"
"6747","RALYL"
"6748","MMP16"
"6749","VPS13B"
"6750","ZHX2"
"6751","CASC21"
"6752","LINC00824"
"6753","CCDC26"
"6754","COL22A1"
"6755","RFX3"
"6756","PTPRD"
"6757","SNORD137"
"6758","TTC39B"
"6759","LINGO2"
"6760","GAS1RR"
"6761","FANCC"
"6762","GABBR2"
"6763","PALM2AKAP2"
"6764","SUSD1"
"6765","CDK5RAP2"
"6766","RC3H2"
"6767","DENND1A"
"6768","DENND1A"
"6769","CELF2"
"6770","SEC61A2"
"6771","SEC61A2"
"6772","CAMK1D"
"6773","NEBL"
"6774","KIAA1217"
"6775","LINC00836"
"6776","MPP7"
"6777","PARD3"
"6778","TMEM72-AS1"
"6779","ZFAND4"
"6780","LINC00842"
"6781","WDFY4"
"6782","FAM21EP"
"6783","FAM21EP"
"6784","SGMS1"
"6785","PCDH15"
"6786","BICC1"
"6787","TMEM26-AS1"
"6788","CTNNA3"
"6789","STOX1"
"6790","SAR1A"
"6791","CDH23"
"6792","ZNF503-AS1"
"6793","ZNF503-AS1"
"6794","MAT1A"
"6795","LIPF"
"6796","SEC31B"
"6797","GBF1"
"6798","MXI1"
"6799","ABLIM1"
"6800","ATRNL1"
"6801","PNLIPRP3"
"6802","CHST15"
"6803","MGMT"
"6804","STIM1"
"6805","APBB1"
"6806","ZNF143"
"6807","LINC02547"
"6808","PDE3B"
"6809","NAV2"
"6810","BDNF-AS"
"6811","BDNF-AS"
"6812","ELF5"
"6813","PRR5L"
"6814","LOC440040"
"6815","LINC00301"
"6816","PLAAT3"
"6817","PLAAT3"
"6818","MAP6"
"6819","CCDC83"
"6820","EED"
"6821","EED"
"6822","CNTN5"
"6823","CNTN5"
"6824","GUCY1A2"
"6825","ZBTB16"
"6826","CADM1"
"6827","PCSK7"
"6828","VWA5A"
"6829","DCPS"
"6830","LOC101929473"
"6831","ZBTB44-DT"
"6832","OPCML"
"6833","PRMT8"
"6834","PRMT8"
"6835","PRH1-PRR4"
"6836","GPRC5A"
"6837","GRIN2B"
"6838","PIK3C2G"
"6839","SLCO1B3-SLCO1B7"
"6840","ST8SIA1"
"6841","CFAP94"
"6842","CAPRIN2"
"6843","ABCD2"
"6844","CNTN1"
"6845","TMEM117"
"6846","LIMA1"
"6847","KRT73"
"6848","RBMS2"
"6849","GRIP1"
"6850","GRIP1"
"6851","BEST3"
"6852","ZDHHC17"
"6853","LOC105369921"
"6854","PAFAH1B2P2"
"6855","GNPTAB"
"6856","NUAK1"
"6857","TMEM116"
"6858","RASAL1"
"6859","KSR2"
"6860","CIT"
"6861","LINC02825"
"6862","TMEM132C"
"6863","ANKRD20A9P"
"6864","LINC00367"
"6865","PDS5B"
"6866","KL"
"6867","NBEA"
"6868","LINC00571"
"6869","PCDH9"
"6870","KLF12"
"6871","OBI1-AS1"
"6872","LINC00333"
"6873","MIR4500HG"
"6874","GPC5"
"6875","GPC6-AS1"
"6876","LOC101927284"
"6877","PCCA"
"6878","FGF14"
"6879","F10-AS1"
"6880","LOC254028"
"6881","NRL"
"6882","CIDEB"
"6883","LOC101927045"
"6884","PRKD1"
"6885","LINC00609"
"6886","GPHN"
"6887","ATP6V1D"
"6888","ZFYVE26"
"6889","ALDH6A1"
"6890","CEP128"
"6891","CEP128"
"6892","UBR7"
"6893","DYNC1H1"
"6894","RYR3"
"6895","DPH6"
"6896","FSIP1"
"6897","GANC"
"6898","MYO1E"
"6899","RAB8B"
"6900","LINC02568"
"6901","DAPK2"
"6902","CCDC33"
"6903","NRG4"
"6904","TM2D3"
"6905","SHISA9"
"6906","RRN3"
"6907","XYLT1"
"6908","PHKB"
"6909","CNGB1"
"6910","NFATC3"
"6911","CDH1"
"6912","LINC01572"
"6913","ZFHX3"
"6914","VAT1L"
"6915","CDH13"
"6916","CDH15"
"6917","ABR"
"6918","GABARAP"
"6919","DNAH2"
"6920","NF1"
"6921","ASIC2"
"6922","TMEM132E"
"6923","KCNH4"
"6924","EFTUD2"
"6925","SKAP1"
"6926","SPOP"
"6927","CA10"
"6928","PRR11"
"6929","BCAS3"
"6930","CEP112"
"6931","LINC00469"
"6932","RECQL5"
"6933","MFSD11"
"6934","DLGAP1"
"6935","PTPRM"
"6936","GNAL"
"6937","CCDC178"
"6938","DTNA"
"6939","RIT2"
"6940","SIGLEC15"
"6941","DCC"
"6942","NEDD4L"
"6943","CDH7"
"6944","CD226"
"6945","ADGRE1"
"6946","NFILZ"
"6947","MUC16"
"6948","ZNF442"
"6949","CACNA1A"
"6950","EPS15L1"
"6951","ZNF486"
"6952","ZNF254"
"6953","LOC284395"
"6954","CHST8"
"6955","ZNF702P"
"6956","ZNF460"
"6957","STK35"
"6958","RASSF2"
"6959","SNAP25"
"6960","SNAP25"
"6961","MACROD2"
"6962","MACROD2"
"6963","RRBP1"
"6964","SNX5"
"6965","SLC24A3"
"6966","LOC284788"
"6967","SYNDIG1"
"6968","CBFA2T2"
"6969","CHD6"
"6970","IFT52"
"6971","WFDC8"
"6972","PHACTR3"
"6973","GRIK1-AS2"
"6974","RUNX1"
"6975","COL18A1"
"6976","LOC107987389"
"6977","MAPK1"
"6978","HPS4"
"6979","OSBP2"
"6980","SLC25A33"
"6981","UBE4B"
"6982","ACTL8"
"6983","ACTL8"
"6984","MIR3659HG"
"6985","SCMH1"
"6986","RNF220"
"6987","MKNK1"
"6988","LINC01707"
"6989","ST6GALNAC3"
"6990","ST7L"
"6991","MROH9"
"6992","SLC9C2"
"6993","ANKRD45"
"6994","ABL2"
"6995","RGSL1"
"6996","NIBAN1"
"6997","LINC01350"
"6998","HMCN1"
"6999","CD55"
"7000","MIR548F3"
"7001","TTC13"
"7002","SLC35F3"
"7003","RYR2"
"7004","LINC02774"
"7005","ATP6V1C2"
"7006","ALK"
"7007","VRK2"
"7008","BCL11A"
"7009","WDPCP"
"7010","WDPCP"
"7011","EXOC6B"
"7012","CTNNA2"
"7013","CTNNA2"
"7014","CTNNA2"
"7015","SMYD1"
"7016","LINC01102"
"7017","SH3RF3"
"7018","DPP10"
"7019","DPP10"
"7020","LINC01945"
"7021","R3HDM1"
"7022","LRP1B"
"7023","SCN2A"
"7024","CSRNP3"
"7025","GPR155"
"7026","CASP10"
"7027","KIAA2012"
"7028","SPAG16"
"7029","PID1"
"7030","UBE2E2"
"7031","RARB"
"7032","RARB"
"7033","RARB"
"7034","PDCD6IP"
"7035","FHIT"
"7036","TAFA4"
"7037","EPHA6"
"7038","ZBTB20-AS5"
"7039","TMEM39A"
"7040","ALDH1L1-AS2"
"7041","SLCO2A1"
"7042","GAK"
"7043","LOC100130872"
"7044","UVSSA"
"7045","GABRA4"
"7046","YTHDC1"
"7047","GRID2"
"7048","GRID2"
"7049","GRID2"
"7050","EIF4E"
"7051","TNIP3"
"7052","FAT4"
"7053","ARHGAP10"
"7054","RXFP1"
"7055","FSTL5"
"7056","MARCHF1"
"7057","SH3RF1"
"7058","FRG1-DT"
"7059","SPEF2"
"7060","SLC1A3"
"7061","C6"
"7062","MTREX"
"7063","ERCC8"
"7064","POC5"
"7065","PAM"
"7066","STARD4-AS1"
"7067","CSNK1G3"
"7068","LINC02240"
"7069","FSTL4"
"7070","CDC23"
"7071","ARHGAP26"
"7072","AFAP1L1"
"7073","SLC36A3"
"7074","LINC01933"
"7075","GALNT10"
"7076","FGF18"
"7077","RUFY1"
"7078","GMDS"
"7079","NEDD9"
"7080","DCDC2"
"7081","CARMIL1"
"7082","LOC101926898"
"7083","TNFRSF21"
"7084","PTCHD4"
"7085","EYS"
"7086","EYS"
"7087","IMPG1"
"7088","MCHR2-AS1"
"7089","HDAC2-AS2"
"7090","LAMA2"
"7091","LAMA2"
"7092","GRM1"
"7093","MAD1L1"
"7094","SDK1"
"7095","MGC4859"
"7096","DPY19L1P1"
"7097","NUDCD3"
"7098","C7orf69"
"7099","ABCA13"
"7100","GS1-124K5.11"
"7101","GALNT17"
"7102","POM121C"
"7103","HIP1"
"7104","SRRM3"
"7105","TMBIM7P"
"7106","CALCR"
"7107","COL1A2"
"7108","DLX6-AS1"
"7109","LHFPL3"
"7110","LHFPL3-AS2"
"7111","IMMP2L"
"7112","IMMP2L"
"7113","ST7"
"7114","SND1"
"7115","EXOC4"
"7116","PRKAG2"
"7117","KMT2C"
"7118","CSGALNACT1"
"7119","EPHX2"
"7120","EPHX2"
"7121","EPHX2"
"7122","EPHX2"
"7123","UNC5D"
"7124","MCM4"
"7125","CLVS1"
"7126","VCPIP1"
"7127","CPA6"
"7128","RALYL"
"7129","CPQ"
"7130","LOC101927066"
"7131","VPS13B"
"7132","RIMS2"
"7133","DCSTAMP"
"7134","CSMD3"
"7135","MTBP"
"7136","ADCY8"
"7137","EFR3A"
"7138","ST3GAL1"
"7139","PTK2"
"7140","PTK2"
"7141","JAK2"
"7142","PTPRD"
"7143","ADAMTSL1"
"7144","SMU1"
"7145","SUGT1P1"
"7146","RUSC2"
"7147","ANKRD18CP"
"7148","MORN5"
"7149","LRSAM1"
"7150","MED27"
"7151","MPP7"
"7152","ANK3"
"7153","CTNNA3"
"7154","HERC4"
"7155","LRMDA"
"7156","LOC105378367"
"7157","SFTPD"
"7158","BTAF1"
"7159","PLCE1"
"7160","BTRC"
"7161","SORCS3"
"7162","CASP7"
"7163","C10orf143"
"7164","DEAF1"
"7165","GALNT18"
"7166","NAV2"
"7167","NELL1"
"7168","LRRC4C"
"7169","LRRC4C"
"7170","LRRC4C"
"7171","CPT1A"
"7172","ARAP1"
"7173","DLG2"
"7174","HIKESHI"
"7175","WTAPP1"
"7176","KIRREL3"
"7177","KCNA6"
"7178","KLRD1"
"7179","STK38L"
"7180","BICD1"
"7181","SCN8A"
"7182","GRIP1"
"7183","MYF5"
"7184","NUDT4P2"
"7185","WASHC4"
"7186","TBX5"
"7187","EEF1DP3"
"7188","VWA8"
"7189","VWA8"
"7190","LINC00428"
"7191","CAB39L"
"7192","DIAPH3"
"7193","LINC00376"
"7194","OBI1-AS1"
"7195","LINC00333"
"7196","GPC5"
"7197","FARP1"
"7198","LINC00399"
"7199","STXBP6"
"7200","NUMB"
"7201","AREL1"
"7202","AREL1"
"7203","NRXN3"
"7204","CEP128"
"7205","TSHR"
"7206","FOXN3"
"7207","GABRG3"
"7208","OCA2"
"7209","HDC"
"7210","PRTG"
"7211","LIPC"
"7212","ABCA17P"
"7213","GRIN2A"
"7214","BMERB1"
"7215","ACSM2B"
"7216","USP31"
"7217","PHKB"
"7218","ZNRF1"
"7219","CNTNAP4"
"7220","ADAMTS18"
"7221","CMIP"
"7222","ATP2C2"
"7223","SHISA6"
"7224","HS3ST3A1"
"7225","COX10"
"7226","LOC101928475"
"7227","MSI2"
"7228","MSI2"
"7229","LINC01483"
"7230","CSNK1D"
"7231","CABYR"
"7232","DCC"
"7233","SLC66A2"
"7234","CIRBP"
"7235","CPAMD8"
"7236","ZNF155"
"7237","ZNF225"
"7238","SAE1"
"7239","ZNF702P"
"7240","MACROD2"
"7241","PCSK2"
"7242","CBFA2T2"
"7243","PIGU"
"7244","CEP250"
"7245","CTNNBL1"
"7246","VSTM2L"
"7247","PTPRT"
"7248","MYH9"
"7249","CR1"
"7250","SYT14"
"7251","FSTL5"
"7252","FBXO25"
"7253","PRKDC"
"7254","SNTG1"
"7255","TUBA1C"
"7256","TUBA1C"
"7257","PCDH9"
"7258","PTCSC3"
"7259","LOC100506023"
"7260","CFHR2"
"7261","ZNF385B"
"7262","GRM7-AS3"
"7263","CACNA2D3"
"7264","IL20RB"
"7265","MED12L"
"7266","TRAPPC11"
"7267","MAN2A1"
"7268","TRPC7-AS2"
"7269","FAM120B"
"7270","LUZP2"
"7271","EPSTI1"
"7272","DNM3"
"7273","RTN4"
"7274","PKP4-AS1"
"7275","MAML3"
"7276","SLF1"
"7277","ERGIC1"
"7278","ENPP4"
"7279","EYS"
"7280","AIG1"
"7281","TRPM3"
"7282","LOC105376398"
"7283","A1CF"
"7284","HSD17B12"
"7285","ANKRD42"
"7286","LINC00359"
"7287","RBFOX1"
"7288","SAMD4B"
"7289","AGBL4"
"7290","SGIP1"
"7291","CDC14A"
"7292","VPS45"
"7293","LINC01090"
"7294","LHFPL4"
"7295","LINC02008"
"7296","MAST4"
"7297","LINC02197"
"7298","LOC100506207"
"7299","MIR3163"
"7300","SEMA3E"
"7301","KCND2"
"7302","DLGAP2"
"7303","BAG4"
"7304","IRS1"
"7305","CD96"
"7306","RANBP17"
"7307","RP1"
"7308","CSMD3"
"7309","GRIA4"
"7310","ITPR2"
"7311","OSBPL9"
"7312","PDE4B"
"7313","RNF149"
"7314","COLQ"
"7315","ROBO2"
"7316","MEF2C-AS1"
"7317","CREB5"
"7318","LOXHD1"
"7319","PRDM2"
"7320","LINC01362"
"7321","GCLM"
"7322","SLC25A24"
"7323","UBAP2L"
"7324","NOS1AP"
"7325","LINC00970"
"7326","NR5A2"
"7327","MROH3P"
"7328","LYPLAL1-AS1"
"7329","ABCB10"
"7330","NBAS"
"7331","LOC730100"
"7332","AFF3"
"7333","NCKAP5"
"7334","NCKAP5"
"7335","ZNF804A"
"7336","PTPRG"
"7337","SEMA5B"
"7338","EGFEM1P"
"7339","ST6GAL1"
"7340","BCL6"
"7341","FGF12"
"7342","TNK2-AS1"
"7343","LINC02516"
"7344","RXFP1"
"7345","TRIM61"
"7346","LINC02220"
"7347","NIPBL"
"7348","THBS4"
"7349","KCTD16"
"7350","TIMD4"
"7351","ESR1"
"7352","DGKB"
"7353","WIPF3"
"7354","BBS9"
"7355","CALN1"
"7356","PRKAG2"
"7357","DLGAP2"
"7358","CSMD1"
"7359","LOC729732"
"7360","DOCK5"
"7361","SNTG1"
"7362","ST18"
"7363","ERP44"
"7364","ZNF462"
"7365","FBXW2"
"7366","CUBN"
"7367","ZNF33A"
"7368","PRKG1"
"7369","LGI1"
"7370","PLCE1"
"7371","HPSE2"
"7372","ADD3"
"7373","PTGDR2"
"7374","MTMR2"
"7375","CNTN5"
"7376","RERG"
"7377","SOX5"
"7378","PFDN5"
"7379","SYT1"
"7380","LOC100287944"
"7381","ATP6V0A2"
"7382","EEF1DP3"
"7383","LINC00351"
"7384","PCCA"
"7385","DAD1"
"7386","TMEM229B"
"7387","RBFOX1"
"7388","LOC283856"
"7389","WWOX"
"7390","DNAH9"
"7391","ASIC2"
"7392","CCR7"
"7393","BCAS3"
"7394","LINC01483"
"7395","DLGAP1"
"7396","CELF4"
"7397","DYM"
"7398","ATP8B1"
"7399","KIR3DX1"
"7400","MCM3AP-AS1"
"7401","LINC01753"
"7402","COL24A1"
"7403","TSEN15"
"7404","PLXNA2"
"7405","ACVR1"
"7406","STK39"
"7407","EBF1"
"7408","QKI"
"7409","ABCA13"
"7410","PSD3"
"7411","RIMS2"
"7412","PCDH15"
"7413","C10orf90"
"7414","WSCD2"
"7415","SNHG14"
"7416","SPRED1"
"7417","CAMTA1"
"7418","AGBL4"
"7419","GTF2B"
"7420","SPAG17"
"7421","SMYD1"
"7422","MRPS5"
"7423","DARS-AS1"
"7424","LYPD6"
"7425","TLK1"
"7426","ZNF804A"
"7427","PARD3B"
"7428","LOC101927960"
"7429","DIS3L2"
"7430","HIGD1A"
"7431","PLOD2"
"7432","LINC02495"
"7433","ARHGAP24"
"7434","RAP1GDS1"
"7435","MYOZ2"
"7436","INPP4B"
"7437","GUCY1B1"
"7438","LINC02211"
"7439","LINCR-0003"
"7440","RAB3C"
"7441","SPINK5"
"7442","TENM2"
"7443","DOCK2"
"7444","GPSM3"
"7445","MLIP"
"7446","C1GALT1"
"7447","OGDH"
"7448","TPST1"
"7449","TYW1B"
"7450","ADAM22"
"7451","ZNHIT1"
"7452","LINC02476"
"7453","INSIG1"
"7454","VPS13B"
"7455","LINC01508"
"7456","PALM2AKAP2"
"7457","VAV2"
"7458","ACBD5"
"7459","SVIL"
"7460","AP3M1"
"7461","RNLS"
"7462","ARHGAP19-SLIT1"
"7463","SORCS1"
"7464","MMP26"
"7465","ANO3"
"7466","TCP11L1"
"7467","PHF21A"
"7468","PPHLN1"
"7469","PRPF40B"
"7470","GRIP1"
"7471","SLC17A8"
"7472","NUP37"
"7473","CORO1C"
"7474","P2RX7"
"7475","ZNF664-RFLNA"
"7476","CLYBL"
"7477","GON7"
"7478","IGF1R"
"7479","LOC101927272"
"7480","NUDT7"
"7481","MAP2K4"
"7482","STAT5A"
"7483","MSI2"
"7484","LINC01915"
"7485","PARD6G-AS1"
"7486","CERS4"
"7487","SLC5A5"
"7488","WDR62"
"7489","CGB8"
"7490","PLCB1"
"7491","SEL1L2"
"7492","PHF20"
"7493","EYA2"
"7494","TTC28"
"7495","DAB1"
"7496","FGGY"
"7497","KANK4"
"7498","RC3H1"
"7499","SOS1"
"7500","ERLEC1"
"7501","MGAT5"
"7502","ACADL"
"7503","ERBB4"
"7504","DIRC3"
"7505","HDAC4"
"7506","LINC02008"
"7507","EPHA3"
"7508","PARP15"
"7509","ACP3"
"7510","SLCO2A1"
"7511","LINC02006"
"7512","LOC105374516"
"7513","LINC02511"
"7514","GRIA2"
"7515","CDH12"
"7516","LINC01331"
"7517","KIAA0825"
"7518","EPB41L4A"
"7519","CCDC192"
"7520","FBN2"
"7521","LINC01202"
"7522","PRPF4B"
"7523","LOC108783645"
"7524","SUPT3H"
"7525","COL19A1"
"7526","TRDN"
"7527","SDK1"
"7528","HECW1"
"7529","MAGI2"
"7530","MDFIC"
"7531","GRM8"
"7532","SND1"
"7533","CYREN"
"7534","MRPS33"
"7535","TUSC3"
"7536","ST3GAL1"
"7537","ZFAT"
"7538","UNC13B"
"7539","RNF38"
"7540","LOC101927847"
"7541","RNLS"
"7542","NEURL1"
"7543","TCF7L2"
"7544","C11orf49"
"7545","DLG2"
"7546","TAFA2"
"7547","DPY19L2"
"7548","PTPRQ"
"7549","CIT"
"7550","UBL3"
"7551","MRPL52"
"7552","HEATR5A"
"7553","MIPOL1"
"7554","TTLL5"
"7555","PRTG"
"7556","HOMER2"
"7557","NCOR1"
"7558","GAREM1"
"7559","MED26"
"7560","SPTLC3"
"7561","CHEK2"
"7562","ALMS1"
"7563","CERS6"
"7564","KLHL2"
"7565","ADAMTS6"
"7566","PRAG1"
"7567","PGM5"
"7568","PCDH15"
"7569","ALDH18A1"
"7570","CNOT2"
"7571","MTUS2"
"7572","FAM189A1"
"7573","STX8"
"7574","AGBL4"
"7575","NEGR1-IT1"
"7576","LINC02257"
"7577","SPTBN1"
"7578","ALCAM"
"7579","TNIK"
"7580","CFAP299"
"7581","ARHGAP24"
"7582","DKK2"
"7583","FSTL5"
"7584","SLCO6A1"
"7585","GRIA1"
"7586","TNXB"
"7587","KHDRBS2"
"7588","LAMA2"
"7589","EYA4"
"7590","LHFPL3"
"7591","LOC349160"
"7592","NKAIN3"
"7593","PKHD1L1"
"7594","VPS13A"
"7595","NAV2"
"7596","LINC02743"
"7597","PLEKHA5"
"7598","LINC01619"
"7599","RIMBP2"
"7600","GPC6"
"7601","GABRG3"
"7602","DTWD1"
"7603","ATP9B"
"7604","PARAL1"
"7605","WDTC1"
"7606","RALGPS2"
"7607","SWT1"
"7608","LINC02774"
"7609","CACNB4"
"7610","TECRL"
"7611","LINC02241"
"7612","C5orf17"
"7613","DAAM2"
"7614","TRAF3IP2-AS1"
"7615","TARID"
"7616","SND1"
"7617","CNTNAP2"
"7618","MIR4300HG"
"7619","LOC105369781"
"7620","SCEL"
"7621","AP4E1"
