"","x"
"2601","LRRC4C"
"2602","LOC440040"
"2603","C11orf80"
"2604","RNF169"
"2605","DLG2"
"2606","GRM5"
"2607","DISC1FP1"
"2608","LOC105369438"
"2609","ZBTB44-DT"
"2610","RERG"
"2611","FAR2"
"2612","TMEM117"
"2613","KRT82"
"2614","PTPRR"
"2615","NAV3"
"2616","MGAT4C"
"2617","MGAT4C"
"2618","BTBD11"
"2619","SVOP"
"2620","CUX2"
"2621","TESC-AS1"
"2622","CCDC60"
"2623","TMEM132B"
"2624","LINC02376"
"2625","TMEM132C"
"2626","TMEM132D"
"2627","ANKRD20A19P"
"2628","SPATA13-AS1"
"2629","ATP8A2"
"2630","PDS5B"
"2631","STARD13"
"2632","LINC02341"
"2633","GTF2F2"
"2634","OBI1-AS1"
"2635","OBI1-AS1"
"2636","LINC00410"
"2637","FAM155A"
"2638","FAM155A"
"2639","NUBPL"
"2640","SPTSSA"
"2641","SLC25A21"
"2642","SLC25A21"
"2643","MIPOL1"
"2644","FANCM"
"2645","PTGER2"
"2646","KTN1"
"2647","C14orf39"
"2648","RGS6"
"2649","DPF3"
"2650","NRXN3"
"2651","CEP128"
"2652","LINC01146"
"2653","SCG5-AS1"
"2654","MEIS2"
"2655","UNC13C"
"2656","BBS4"
"2657","TMED3"
"2658","BTBD1"
"2659","SV2B"
"2660","SV2B"
"2661","C15orf32"
"2662","CHD2"
"2663","TEKT5"
"2664","VPS35L"
"2665","MYLK3"
"2666","TOX3"
"2667","ADGRG5"
"2668","CMTM4"
"2669","ZZEF1"
"2670","GAS7"
"2671","CDK5R1"
"2672","NSF"
"2673","KPNA2"
"2674","LINC01483"
"2675","SLC39A11"
"2676","COLEC12"
"2677","COLEC12"
"2678","LINC01387"
"2679","PIEZO2"
"2680","LAMA3"
"2681","CDH2"
"2682","ASXL3"
"2683","FHOD3"
"2684","ZNF77"
"2685","TPM4"
"2686","ZNF569"
"2687","SARS2"
"2688","RABAC1"
"2689","IGFL2-AS1"
"2690","BRSK1"
"2691","ANGPT4"
"2692","UBOX5-AS1"
"2693","PYGB"
"2694","TOX2"
"2695","NTSR1"
"2696","USP25"
"2697","HLCS"
"2698","LINC02575"
"2699","PCNT"
"2700","LRP5L"
"2701","RBFOX2"
"2702","KAZN"
"2703","SLC2A1"
"2704","SLC2A1"
"2705","AGBL4"
"2706","PLPP3"
"2707","C1orf87"
"2708","LEPR"
"2709","PDE4B"
"2710","PDE4B"
"2711","GNG12-AS1"
"2712","DNAI3"
"2713","NBPF19"
"2714","NBPF19"
"2715","AQP10"
"2716","TNR"
"2717","GLUL"
"2718","LINC01036"
"2719","LINC01037"
"2720","KCNT2"
"2721","LHX9"
"2722","LINC02789"
"2723","LPGAT1"
"2724","DNAH14"
"2725","SMYD3"
"2726","SNTG2"
"2727","GDF7"
"2728","NCOA1"
"2729","TTC27"
"2730","LOC730100"
"2731","MRPS9-AS2"
"2732","STEAP3"
"2733","NCKAP5"
"2734","LRP1B"
"2735","MBD5"
"2736","LINC01876"
"2737","TTN"
"2738","LINC01792"
"2739","FLACC1"
"2740","ERBB4"
"2741","COL4A4"
"2742","USP40"
"2743","MLPH"
"2744","TBC1D5"
"2745","RHOA"
"2746","NICN1"
"2747","SLMAP"
"2748","CADM2"
"2749","MYLK"
"2750","RUVBL1"
"2751","HMCES"
"2752","RSRC1"
"2753","NLGN1"
"2754","LINC02015"
"2755","ABCC5"
"2756","DGKG"
"2757","TFRC"
"2758","LOC93622"
"2759","LINC01182"
"2760","LINC00504"
"2761","C1QTNF7-AS1"
"2762","AFF1"
"2763","MGAT4D"
"2764","DCLK2"
"2765","GALNTL6"
"2766","MYO10"
"2767","PURPL"
"2768","LINC02107"
"2769","EGFLAM"
"2770","EGFLAM"
"2771","OSMR"
"2772","SLC38A9"
"2773","PDE4D"
"2774","MAST4"
"2775","PIK3R1"
"2776","IQGAP2"
"2777","AP3B1"
"2778","TMEM161B-AS1"
"2779","SLCO4C1"
"2780","FER"
"2781","TNFAIP8"
"2782","CHSY3"
"2783","FAM13B"
"2784","KCTD16"
"2785","LINC01933"
"2786","ATP10B"
"2787","PHACTR1"
"2788","PHACTR1"
"2789","CAP2"
"2790","CAP2"
"2791","RIPOR2"
"2792","RNF39"
"2793","HMGA1"
"2794","TCP11"
"2795","BICRAL"
"2796","ADGRF1"
"2797","COL21A1"
"2798","GPR63"
"2799","NKAIN2"
"2800","ECHDC1"
"2801","L3MBTL3"
"2802","ADGB"
"2803","ZDHHC14"
"2804","PRKN"
"2805","PHF14"
"2806","KLHL7"
"2807","AUTS2"
"2808","MAGI2"
"2809","FAM133B"
"2810","CFTR"
"2811","CADPS2"
"2812","GRM8"
"2813","SND1"
"2814","DPP6"
"2815","PTPRN2"
"2816","PTPRN2"
"2817","CSMD1"
"2818","SGCZ"
"2819","PEBP4"
"2820","NUGGC"
"2821","HMBOX1"
"2822","SLC20A2"
"2823","RP1"
"2824","C8orf34-AS1"
"2825","MIR2052HG"
"2826","RSPO2"
"2827","MTSS1"
"2828","ZFAT"
"2829","KDM4C"
"2830","PTPRD"
"2831","MPDZ"
"2832","TTC39B"
"2833","LINGO2"
"2834","AOPEP"
"2835","LOC101928438"
"2836","LOC101928438"
"2837","NEK6"
"2838","ST6GALNAC6"
"2839","PFKFB3"
"2840","CELF2"
"2841","KIAA1217"
"2842","ARMC4"
"2843","CTNNA3"
"2844","LRMDA"
"2845","LRMDA"
"2846","NRG3"
"2847","SORBS1"
"2848","IFITM10"
"2849","DENND2B"
"2850","USP47"
"2851","TEAD1"
"2852","LRRC4C"
"2853","LINC01499"
"2854","TTC17"
"2855","CEP126"
"2856","ELMOD1"
"2857","OPCML"
"2858","OPCML"
"2859","OPCML"
"2860","PRMT8"
"2861","ATF7IP"
"2862","PLCZ1"
"2863","SOX5"
"2864","ADAMTS20"
"2865","NEUROD4"
"2866","OTOGL"
"2867","PTPRQ"
"2868","ANKS1B"
"2869","PPTC7"
"2870","OAS2"
"2871","TPCN1"
"2872","MTUS2"
"2873","MTUS2"
"2874","DCLK1"
"2875","COG6"
"2876","SIAH3"
"2877","RB1"
"2878","KLHL1"
"2879","RBM26"
"2880","GPC5"
"2881","GPC6"
"2882","GPC6"
"2883","PCCA"
"2884","FAM155A"
"2885","SLC25A21"
"2886","RAD51B"
"2887","SPTLC2"
"2888","KCNK13"
"2889","CATSPERB"
"2890","SHC4"
"2891","LOC145783"
"2892","LOC145783"
"2893","HMG20A"
"2894","NTRK3"
"2895","SV2B"
"2896","PRM2"
"2897","MOSMO"
"2898","CACNG3"
"2899","HS3ST4"
"2900","PHKB"
"2901","NKD1"
"2902","RANBP10"
"2903","ZCCHC14"
"2904","ITGAE"
"2905","NF1"
"2906","TMEM98"
"2907","KRT35"
"2908","HOXB-AS3"
"2909","LOC102724596"
"2910","TANC2"
"2911","RGS9"
"2912","LINC01483"
"2913","MYO5B"
"2914","TCF4-AS1"
"2915","ZNF554"
"2916","MIR1268A"
"2917","PRKACA"
"2918","UNC13A"
"2919","ZNF829"
"2920","PCAT19"
"2921","NECTIN2"
"2922","PLCB1"
"2923","TTLL9"
"2924","RALY"
"2925","DLGAP4"
"2926","SAMHD1"
"2927","SAMHD1"
"2928","SAMHD1"
"2929","RBL1"
"2930","PTPRT"
"2931","IFT52"
"2932","ZNF334"
"2933","NCAM2"
"2934","ERG"
"2935","LINC00205"
"2936","FAM230I"
"2937","OSBP2"
"2938","PKDREJ"
"2939","PRDM16"
"2940","CAMTA1"
"2941","VPS13D"
"2942","IFNLR1"
"2943","ZSWIM5"
"2944","PRKAA2"
"2945","MTF2"
"2946","OLFM3"
"2947","KCND3"
"2948","DCLRE1B"
"2949","SPAG17"
"2950","WARS2-AS1"
"2951","NBPF19"
"2952","EFNA4"
"2953","PCP4L1"
"2954","LOC100506023"
"2955","SOAT1"
"2956","LINC01344"
"2957","RGL1"
"2958","LINC02789"
"2959","MFSD4A"
"2960","KCNH1"
"2961","PACC1"
"2962","PCNX2"
"2963","EFCAB2"
"2964","PXDN"
"2965","LINC01304"
"2966","RNF144A"
"2967","KCNS3"
"2968","LINC01317"
"2969","PRKD3"
"2970","PRKCE"
"2971","PRKCE"
"2972","PRKCE"
"2973","NRXN1"
"2974","NRXN1"
"2975","SPTBN1"
"2976","CCDC85A"
"2977","LINC01795"
"2978","LINC01122"
"2979","COMMD1"
"2980","EHBP1"
"2981","RAB1A"
"2982","EXOC6B"
"2983","SEPTIN10"
"2984","TANK"
"2985","LOC102724058"
"2986","LOC102724058"
"2987","RAPGEF4"
"2988","SESTD1"
"2989","CFLAR"
"2990","ERBB4"
"2991","PECR"
"2992","SLC16A14"
"2993","SAG"
"2994","GRM7"
"2995","LOC339862"
"2996","ZNF385D-AS1"
"2997","THRB"
"2998","LRRC3B"
"2999","GLB1"
"3000","ANO10"
"3001","FHIT"
"3002","FRMD4B"
"3003","GXYLT2"
"3004","LINC00971"
"3005","LINC00971"
"3006","GABRR3"
"3007","ABI3BP"
"3008","ALCAM"
"3009","ALCAM"
"3010","STXBP5L"
"3011","HACD2"
"3012","EPHB1"
"3013","KCNAB1"
"3014","SOX2-OT"
"3015","ABCC5"
"3016","RFC4"
"3017","P3H2"
"3018","FGF12"
"3019","SLC51A"
"3020","PPP2R2C"
"3021","CLNK"
"3022","DCAF16"
"3023","KCNIP4"
"3024","KCNIP4"
"3025","NWD2"
"3026","BEND4"
"3027","GABRB1"
"3028","SCFD2"
"3029","ARHGAP24"
"3030","CCSER1"
"3031","CXXC4-AS1"
"3032","CYP2U1-AS1"
"3033","CAMK2D"
"3034","METTL14-DT"
"3035","LINC02511"
"3036","INPP4B"
"3037","IQCM"
"3038","LRBA"
"3039","PDGFC"
"3040","ETFDH"
"3041","GALNTL6"
"3042","GPM6A"
"3043","GPM6A"
"3044","SORBS2"
"3045","SORBS2"
"3046","ADCY2"
"3047","TRIO"
"3048","LINC02149"
"3049","FBXL7"
"3050","GUSBP1"
"3051","PDE4D"
"3052","RASGRF2"
"3053","EDIL3"
"3054","LINC00461"
"3055","KIAA0825"
"3056","MCTP1"
"3057","LOC101929710"
"3058","ZNF608"
"3059","KCTD16"
"3060","FAT2"
"3061","G3BP1"
"3062","CCNJL"
"3063","TENM2"
"3064","KCNIP1-OT1"
"3065","FARS2"
"3066","DCDC2"
"3067","C6orf62"
"3068","RIPOR2"
"3069","LOC101929006"
"3070","OR12D3"
"3071","ZFAND3"
"3072","BTBD9"
"3073","PTCRA"
"3074","EYS"
"3075","LCA5"
"3076","LINC02542"
"3077","IBTK"
"3078","GRIK2"
"3079","LAMA4"
"3080","CEP85L"
"3081","PTPRK-AS1"
"3082","NHSL1"
"3083","FUCA2"
"3084","PPIL4"
"3085","PCMT1"
"3086","PLEKHG1"
"3087","MIR3163"
"3088","SCAF8"
"3089","PRKN"
"3090","PDCD2"
"3091","RADIL"
"3092","ICA1"
"3093","DGKB"
"3094","CRPPA"
"3095","LINC01162"
"3096","RAPGEF5"
"3097","BBS9"
"3098","SEPTIN7"
"3099","SUGCT"
"3100","GRB10"
"3101","COBL"
"3102","ZNF804B"
"3103","ZNF804B"
"3104","CZ1P-ASNS"
"3105","COL26A1"
"3106","NAPEPLD"
"3107","LHFPL3"
"3108","IMMP2L"
"3109","POT1-AS1"
"3110","MKLN1"
"3111","KIAA1549"
"3112","KEL"
"3113","GALNTL5"
"3114","GALNTL5"
"3115","CSMD1"
"3116","CDCA2"
"3117","SCARA5"
"3118","MIR1268A"
"3119","ADAM2"
"3120","PPDPFL"
"3121","TRIM55"
"3122","SULF1"
"3123","CNBD1"
"3124","CSMD3"
"3125","ASAP1"
"3126","ADCY8"
"3127","COL22A1"
"3128","FRMPD1"
"3129","CEMIP2"
"3130","ANKRD18CP"
"3131","GABBR2"
"3132","PALM2AKAP2"
"3133","TTLL11"
"3134","OR1J4"
"3135","STRBP"
"3136","NIBAN2"
"3137","KYAT1"
"3138","TAF3"
"3139","TRDMT1"
"3140","GPR158"
"3141","SVIL-AS1"
"3142","HNRNPA3P1"
"3143","TET1"
"3144","DDX50"
"3145","ZNF503-AS1"
"3146","BTAF1"
"3147","PLCE1"
"3148","TM9SF3"
"3149","CRTAC1"
"3150","SUFU"
"3151","LOC107984265"
"3152","EDRF1"
"3153","SCUBE2"
"3154","LINC02751"
"3155","IMMP1L"
"3156","KIAA1549L"
"3157","NUP160"
"3158","PTPRJ"
"3159","IGHMBP2"
"3160","PICALM"
"3161","CNTN5"
"3162","CNTN5"
"3163","PGR"
"3164","DCUN1D5"
"3165","ZBTB16"
"3166","DSCAML1"
"3167","RPUSD4"
"3168","PZP"
"3169","GPRC5A"
"3170","PIK3C2G"
"3171","RECQL"
"3172","KRT1"
"3173","TSFM"
"3174","MGAT4C"
"3175","LINC01619"
"3176","LINC01619"
"3177","ANKS1B"
"3178","SCYL2"
"3179","CCDC60"
"3180","TMEM132B"
"3181","TMEM132D"
"3182","B3GLCT"
"3183","NBEA"
"3184","DCLK1"
"3185","WDFY2"
"3186","LINC00558"
"3187","GPC6"
"3188","LOC101927284"
"3189","DOCK9"
"3190","DOCK9"
"3191","NALCN-AS1"
"3192","FRMD6"
"3193","RAD51B"
"3194","TMED8"
"3195","KCNK10"
"3196","PPP4R3A"
"3197","TRAF3"
"3198","TDRD9"
"3199","ATP10A"
"3200","GABRA5"
"3201","FBN1"
"3202","SHC4"
"3203","GLDN"
"3204","MAP2K5"
"3205","NOX5"
"3206","THSD4"
"3207","SH3GL3"
"3208","AKAP13"
"3209","AGBL1"
"3210","SLCO3A1"
"3211","CERS3"
"3212","C16orf72"
"3213","SHISA9"
"3214","PALB2"
"3215","HS3ST4"
"3216","ZNF423"
"3217","CDH8"
"3218","ADAMTS18"
"3219","ATP2C2"
"3220","COX4I1"
"3221","CYB5D2"
"3222","NDEL1"
"3223","MYO1D"
"3224","TMEM132E"
"3225","AATF"
"3226","GPR179"
"3227","LRRC37A11P"
"3228","ANKRD40"
"3229","MBTD1"
"3230","CA10"
"3231","EFCAB3"
"3232","LINC00673"
"3233","RAB31"
"3234","DSG1"
"3235","FHOD3"
"3236","SLC14A2"
"3237","MEX3C"
"3238","PIGN"
"3239","CDH19"
"3240","CCDC102B"
"3241","ZNF44"
"3242","LSM14A"
"3243","NOVA2"
"3244","ZNF468"
"3245","MIR1283-2"
"3246","DEFB132"
"3247","TGM6"
"3248","TRMT6"
"3249","PLCB4"
"3250","MACROD2"
"3251","SLC24A3"
"3252","RIN2"
"3253","TGM2"
"3254","SDC4"
"3255","LOC110091776"
"3256","NCAM2"
"3257","APP"
"3258","LINC01697"
"3259","DSCAM"
"3260","TTC28"
"3261","OSBP2"
"3262","LOC107985544"
"3263","LARGE1"
"3264","SUN2"
"3265","TNRC6B"
"3266","TTLL8"
"3267","CAMTA1"
"3268","RERE"
"3269","TMEM51"
"3270","CSMD2"
"3271","AGO3"
"3272","TRABD2B"
"3273","TUT4"
"3274","LOC101926964"
"3275","LINC00466"
"3276","NEGR1"
"3277","CRYZ"
"3278","SLC44A5"
"3279","ST6GALNAC3"
"3280","ST6GALNAC3"
"3281","ST6GALNAC3"
"3282","AK5"
"3283","PRKACB"
"3284","PRKACB"
"3285","PRKACB"
"3286","DIPK1A"
"3287","OLFM3"
"3288","RAP1A"
"3289","CAPZA1"
"3290","AMPD1"
"3291","NGF-AS1"
"3292","MAN1A2"
"3293","EMBP1"
"3294","LOC102723769"
"3295","LINC00624"
"3296","NBPF25P"
"3297","PSMD4"
"3298","GON4L"
"3299","TIPRL"
"3300","FMO2"
"3301","RABGAP1L-DT"
"3302","RABGAP1L"
"3303","RABGAP1L"
"3304","PAPPA2"
"3305","XPR1"
"3306","NMNAT2"
"3307","PLA2G4A"
"3308","HHAT"
"3309","USH2A"
"3310","COQ8A"
"3311","TRIM67"
"3312","TSNAX-DISC1"
"3313","KCNK1"
"3314","CHRM3"
"3315","RGS7"
"3316","PLD5"
"3317","SMYD3"
"3318","ZNF670-ZNF695"
"3319","LOC107985115"
"3320","LINC01250"
"3321","LINC01250"
"3322","TAF1B"
"3323","LDAH"
"3324","DNMT3A"
"3325","DNMT3A"
"3326","DNMT3A"
"3327","KHK"
"3328","BIRC6"
"3329","LTBP1"
"3330","LTBP1"
"3331","LTBP1"
"3332","MAP4K3"
"3333","SLC8A1"
"3334","THADA"
"3335","CAMKMT"
"3336","LOC730100"
"3337","LOC730100"
"3338","LINC01122"
"3339","PUS10"
"3340","USP34"
"3341","SPRED2"
"3342","LINC01828"
"3343","PNO1"
"3344","AAK1"
"3345","DYSF"
"3346","CNNM4"
"3347","ANKRD36B"
"3348","ARHGEF4"
"3349","THSD7B"
"3350","THSD7B"
"3351","LRP1B"
"3352","LRP1B"
"3353","ARL5A"
"3354","PSMD14"
"3355","B3GALT1"
"3356","STK39"
"3357","LINC01117"
"3358","LOC100130691"
"3359","ZNF385B"
"3360","ZNF804A"
"3361","GULP1"
"3362","NABP1-OT1"
"3363","TMEFF2"
"3364","TMEFF2"
"3365","AOX1"
"3366","PARD3B"
"3367","ERBB4"
"3368","MOGAT1"
"3369","SP140"
"3370","SH3BP4"
"3371","COL6A3"
"3372","COL6A3"
"3373","COL6A3"
"3374","HDLBP"
"3375","KCNH8"
"3376","ZNF385D"
"3377","ZNF385D"
"3378","RARB"
"3379","ULK4"
"3380","ULK4"
"3381","LRRC2"
"3382","DOCK3"
"3383","PXK"
"3384","PTPRG"
"3385","PTPRG-AS1"
"3386","MITF"
"3387","PROK2"
"3388","ROBO2"
"3389","ROBO2"
"3390","EPHA3"
"3391","CRYBG3"
"3392","COL8A1"
"3393","ALCAM"
"3394","CD96"
"3395","CD96"
"3396","BOC"
"3397","HEG1"
"3398","MGLL"
"3399","RUVBL1"
"3400","XRN1"
"3401","LOC440982"
"3402","RNF13"
"3403","KCNAB1-AS2"
"3404","PPM1L"
"3405","PPM1L"
"3406","LRRC77P"
"3407","ATP11B"
"3408","DLG1"
"3409","STK32B"
"3410","JAKMIP1"
"3411","ABLIM2"
"3412","LDB2"
"3413","SLIT2"
"3414","KCNIP4"
"3415","KCNIP4"
"3416","TBC1D1"
"3417","FRYL"
"3418","OCIAD2"
"3419","SCFD2"
"3420","ART3"
"3421","SCD5"
"3422","ARHGAP24"
"3423","UNC5C"
"3424","ARHGEF38"
"3425","LEF1"
"3426","COL25A1"
"3427","IL21-AS1"
"3428","SPATA5"
"3429","LOC101927359"
"3430","ELF2"
"3431","RNF150"
"3432","MMAA"
"3433","SH3D19"
"3434","ARFIP1"
"3435","FNIP2"
"3436","FNIP2"
"3437","FNIP2"
"3438","FNIP2"
"3439","FNIP2"
"3440","FNIP2"
"3441","FSTL5"
"3442","GALNTL6"
"3443","GALNTL6"
"3444","CEP44"
"3445","SEMA5A"
"3446","MARCHF6"
"3447","CTNND2"
"3448","TRIO"
"3449","PDZD2"
"3450","CPLANE1"
"3451","OSMR-AS1"
"3452","PTGER4"
"3453","PAIP1"
"3454","PDE4D"
"3455","ARSB"
"3456","HOMER1"
"3457","RASGRF2"
"3458","LNPEP"
"3459","LINC02113"
"3460","MCC"
"3461","MCC"
"3462","LOC101927421"
"3463","RAPGEF6"
"3464","ARHGAP26"
"3465","PPP2R2B"
"3466","PPARGC1B"
"3467","CYFIP2"
"3468","SOX30"
"3469","EBF1"
"3470","TENM2"
"3471","RANBP17"
"3472","EXOC2"
"3473","GMDS"
"3474","LOC100422781"
"3475","CDYL"
"3476","LY86"
"3477","TMEM170B"
"3478","PHACTR1"
"3479","CDKAL1"
"3480","TSBP1-AS1"
"3481","ILRUN"
"3482","BTBD9"
"3483","COL21A1"
"3484","EYS"
"3485","ADGRB3"
"3486","SRSF12"
"3487","SRSF12"
"3488","SRSF12"
"3489","SRSF12"
"3490","SRSF12"
"3491","BACH2"
"3492","MAP3K7"
"3493","SOBP"
"3494","RPF2"
"3495","ZUP1"
"3496","MOXD1"
"3497","WAKMAR2"
"3498","ARFGEF3"
"3499","FILNC1"
"3500","PPP1R14C"
"3501","SOD2"
"3502","PRKN"
"3503","PACRG"
"3504","PACRG-AS3"
"3505","RADIL"
"3506","LOC100505938"
"3507","MGC4859"
"3508","DGKB"
"3509","STEAP1B"
"3510","LOC646588"
"3511","JAZF1-AS1"
"3512","JAZF1-AS1"
"3513","POU6F2"
"3514","POU6F2"
"3515","GLI3"
"3516","COBL"
"3517","GALNT17"
"3518","MAGI2"
"3519","MAGI2"
"3520","CACNA2D1"
"3521","SEMA3D"
"3522","GRM3"
"3523","ELAPOR2"
"3524","CDK14"
"3525","VPS50"
"3526","COL1A2"
"3527","CUX1"
"3528","RELN"
"3529","ORC5"
"3530","ATXN7L1"
"3531","SLC26A4"
"3532","WNT2"
"3533","LINC-PINT"
"3534","EXOC4"
"3535","EXOC4"
"3536","DGKI"
"3537","KIAA1549"
"3538","MRPS33"
"3539","RBM33"
"3540","LINC01006"
"3541","DLGAP2"
"3542","LOC105377785"
"3543","LOC105377785"
"3544","CSMD1"
"3545","SGCZ"
"3546","EBF2"
"3547","LOC105379393"
"3548","PCMTD1"
"3549","PCMTD1"
"3550","CA8"
"3551","NKAIN3"
"3552","ARFGEF1"
"3553","RPL7"
"3554","TMEM70"
"3555","MIR2052HG"
"3556","LOC101927141"
"3557","CNBD1"
"3558","LINC00535"
"3559","MAILR"
"3560","MAILR"
"3561","BAALC"
"3562","LRP12"
"3563","RSPO2"
"3564","EXT1"
"3565","ANXA13"
"3566","FER1L6-AS2"
"3567","ASAP1"
"3568","NDRG1"
"3569","LINC01591"
"3570","LINC02055"
"3571","LOC401478"
"3572","FAM135B"
"3573","ZNF7"
"3574","TJP2"
"3575","C9orf135"
"3576","C9orf135"
"3577","KLF9"
"3578","ZFAND5"
"3579","LOC389765"
"3580","ASTN2"
"3581","DAB2IP"
"3582","C9orf78"
"3583","ABL1"
"3584","AK8"
"3585","AK8"
"3586","ITIH5"
"3587","ITIH5"
"3588","CELF2"
"3589","CELF2"
"3590","PLXDC2"
"3591","DNAJC1"
"3592","C10orf67"
"3593","KIAA1217"
"3594","KIAA1217"
"3595","KIAA1217"
"3596","ANKRD26"
"3597","PARD3"
"3598","CCNY"
"3599","ANKRD30BP3"
"3600","PCDH15"
"3601","LINC01515"
"3602","CTNNA3"
"3603","STOX1"
"3604","HK1"
"3605","CDH23"
"3606","P4HA1"
"3607","CAMK2G"
"3608","ZMIZ1"
"3609","TSPAN14"
"3610","BTAF1"
"3611","MYOF"
"3612","BLNK"
"3613","SHOC2"
"3614","LOC101928008"
"3615","IRAG1"
"3616","GALNT18"
"3617","SPON1"
"3618","INSC"
"3619","ANO3"
"3620","PHF21A"
"3621","OOSP1"
"3622","EMSY"
"3623","TENM4"
"3624","DLG2"
"3625","SESN3"
"3626","GRIA4"
"3627","DDX10"
"3628","DDX10"
"3629","ARHGAP20"
"3630","ALG9"
"3631","CADM1"
"3632","UBE4A"
"3633","GRIK4"
"3634","SORL1"
"3635","SLC6A12"
"3636","NINJ2"
"3637","WNK1"
"3638","ERC1"
"3639","NCAPD2"
"3640","MANSC1"
"3641","DUSP16"
"3642","DUSP16"
"3643","TMTC1"
"3644","C12orf40"
"3645","PLEKHA8P1"
"3646","DIP2B"
"3647","HELB"
"3648","IL26"
"3649","NAV3"
"3650","MGAT4C"
"3651","LOC643339"
"3652","LTA4H"
"3653","CFAP54"
"3654","NEDD1"
"3655","PAH"
"3656","C12orf42"
"3657","NT5DC3"
"3658","BTBD11"
"3659","CMKLR1"
"3660","CMKLR1"
"3661","CMKLR1"
"3662","RBM19"
"3663","TBX5"
"3664","KSR2"
"3665","BCL7A"
"3666","PITPNM2"
"3667","TPTE2"
"3668","USP12"
"3669","MTUS2"
"3670","STARD13"
"3671","FREM2"
"3672","TPTE2P5"
"3673","CPB2-AS1"
"3674","LRCH1"
"3675","HTR2A"
"3676","KPNA3"
"3677","DLEU1"
"3678","DACH1"
"3679","LINC00333"
"3680","LINC00333"
"3681","GPC5"
"3682","MYO16"
"3683","MYO16"
"3684","COL4A2"
"3685","PRKD1"
"3686","PRKD1"
"3687","NPAS3"
"3688","PRPF39"
"3689","TMX1"
"3690","KTN1"
"3691","LINC01500"
"3692","HIF1A"
"3693","MTHFD1"
"3694","RAD51B"
"3695","RAD51B"
"3696","SMOC1"
"3697","PCNX1"
"3698","SIPA1L1"
"3699","NRXN3"
"3700","STON2"
"3701","LINC00618"
"3702","CCDC85C"
"3703","CDC42BPB"
"3704","MARK3"
"3705","MARK3"
"3706","ATP10A"
"3707","GABRG3"
"3708","RYR3"
"3709","MGA"
"3710","B2M"
"3711","HMGN2P46"
"3712","SECISBP2L"
"3713","TMOD3"
"3714","RAB27A"
"3715","RORA"
"3716","RORA"
"3717","MAP2K5"
"3718","SCAPER"
"3719","ARNT2"
"3720","NTRK3"
"3721","MCTP2"
"3722","ASB7"
"3723","PCSK6"
"3724","NAGPA-AS1"
"3725","PARN"
"3726","CCP110"
"3727","LYRM1"
"3728","LYRM1"
"3729","TNRC6A"
"3730","AMFR"
"3731","USB1"
"3732","GFOD2"
"3733","LINC01572"
"3734","EFNB3"
"3735","PIK3R6"
"3736","PROCA1"
"3737","SLFN11"
"3738","SOCS7"
"3739","DNAJC7"
"3740","EZH1"
"3741","CFAP97D1"
"3742","GPATCH8"
"3743","KANSL1"
"3744","DYNLL2"
"3745","BRIP1"
"3746","TANC2"
"3747","DLGAP1-AS4"
"3748","ZBTB14"
"3749","RALBP1"
"3750","RALBP1"
"3751","RALBP1"
"3752","RALBP1"
"3753","ESCO1"
"3754","TMEM241"
"3755","RNF138"
"3756","RNF165"
"3757","ZBTB7C"
"3758","MAPK4"
"3759","DCC"
"3760","TCF4"
"3761","ZNF532"
"3762","SMIM21"
"3763","ZNF559-ZNF177"
"3764","ZNF66"
"3765","RPSAP58"
"3766","TDRD12"
"3767","SHANK1"
"3768","FPR2"
"3769","ANGPT4"
"3770","TGM3"
"3771","MACROD2"
"3772","MACROD2"
"3773","XRN2"
"3774","APMAP"
"3775","TTLL9"
"3776","C20orf203"
"3777","ITCH"
"3778","CPNE1"
"3779","PREX1"
"3780","B4GALT5"
"3781","DIDO1"
"3782","PCMTD2"
"3783","MIR99AHG"
"3784","ERG"
"3785","LOC400867"
"3786","DIP2A-IT1"
"3787","MN1"
"3788","TNRC6B"
"3789","TCF20"
"3790","PACSIN2"
"3791","LINC01128"
"3792","CAMTA1"
"3793","CAMTA1"
"3794","CAMTA1"
"3795","RERE"
"3796","SLC25A33"
"3797","AGTRAP"
"3798","MFN2"
"3799","CAPZB"
"3800","CAPZB"
"3801","CAPZB"
"3802","CAPZB"
"3803","CAPZB"
"3804","CDC42"
"3805","IL22RA1"
"3806","MATN1"
"3807","PTP4A2"
"3808","GRIK3"
"3809","GRIK3"
"3810","RNF220"
"3811","EIF2B3"
"3812","TESK2"
"3813","LINC01389"
"3814","LINC01389"
"3815","LINC01389"
"3816","TRABD2B"
"3817","AGBL4"
"3818","AGBL4"
"3819","AGBL4"
"3820","AGBL4"
"3821","FAF1"
"3822","FAF1"
"3823","MROH7-TTC4"
"3824","USP24"
"3825","C8A"
"3826","DAB1"
"3827","DAB1"
"3828","DAB1"
"3829","FGGY"
"3830","LINC01748"
"3831","LINC01748"
"3832","PATJ"
"3833","KANK4"
"3834","ROR1"
"3835","ROR1-AS1"
"3836","PDE4B"
"3837","PDE4B"
"3838","PDE4B"
"3839","TCTEX1D1"
"3840","IL12RB2"
"3841","HHLA3"
"3842","PTGER3"
"3843","NEGR1"
"3844","NEGR1"
"3845","NEGR1"
"3846","NEGR1"
"3847","NEGR1"
"3848","NEGR1"
"3849","SLC44A5"
"3850","ACADM"
"3851","ST6GALNAC3"
"3852","ST6GALNAC5"
"3853","USP33"
"3854","ADGRL4"
"3855","ADGRL2"
