#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
GL000201.1	1	36148	606	24193	66.9276	2.35595	27.5	2.65
GL000247.1	1	36422	14777	36285	99.6239	58.2386	27.9	10.6
GL000245.1	1	36651	20101	36413	99.3506	78.86	28	2.49
GL000197.1	1	37175	12401	23909	64.3147	35.2632	26.9	9.01
GL000203.1	1	37498	5019	36915	98.4453	19.2155	28	24.8
GL000246.1	1	38154	5873	37856	99.219	22.066	27.9	15
GL000249.1	1	38502	3347	36232	94.1042	12.5158	27.8	0.956
GL000196.1	1	38914	7650	38355	98.5635	28.2415	27.9	3.48
GL000248.1	1	39786	4837	38350	96.3907	17.3814	27.8	13.7
GL000244.1	1	39929	4440	38250	95.795	15.8446	27.9	1.66
GL000238.1	1	39939	4883	38519	96.4446	17.5853	27.9	11.2
GL000202.1	1	40103	1049	22505	56.118	3.58078	27.5	25.2
GL000234.1	1	40531	23304	40528	99.9926	82.6926	27.9	48.6
GL000232.1	1	40652	23164	40650	99.9951	82.206	27.9	44
GL000206.1	1	41001	2878	34481	84.0979	10.0045	27.7	5.41
GL000240.1	1	41933	20677	41933	100	70.7959	27.8	31.8
GL000236.1	1	41934	6726	41148	98.1256	22.9349	27.9	10.2
GL000241.1	1	42152	26828	42152	100	91.1904	27.9	45.1
GL000243.1	1	43341	30408	43084	99.407	96.8844	27.7	8.49
GL000242.1	1	43523	3068	36860	84.6909	10.0864	27.7	10.9
GL000230.1	1	43691	15897	43554	99.6864	50.8767	27.9	25.7
GL000237.1	1	45867	51986	45866	99.9978	156.903	27.6	25.2
GL000233.1	1	45941	13012	45838	99.7758	39.9356	27.9	17.4
GL000204.1	1	81310	11154	74492	91.6148	18.9975	27.4	47.2
GL000198.1	1	90085	37902	89970	99.8723	59.8469	28	28
GL000208.1	1	92689	73190	92392	99.6796	110.672	28	33.5
GL000191.1	1	106433	6513	95859	90.0651	8.71727	27.7	11.8
GL000227.1	1	128374	21592	122223	95.2085	23.828	27.9	4.83
GL000228.1	1	129120	57557	107937	83.5943	61.1009	27.8	10.4
GL000214.1	1	137718	722532	137696	99.984	744.447	27.6	21.6
GL000221.1	1	155397	89820	155159	99.8468	83.2832	27.9	10.4
GL000209.1	1	159169	13013	99622	62.5888	11.559	27.8	5.32
GL000218.1	1	161147	60560	160100	99.3503	53.95	27.9	27.5
GL000220.1	1	161802	1622179	159933	98.8449	1365.02	27.3	52.3
GL000213.1	1	164239	22876	156966	95.5717	19.9308	27.9	17.3
GL000211.1	1	166566	35902	163423	98.1131	30.8236	27.9	44.6
GL000199.1	1	169874	215451	168942	99.4514	178.308	28	7.14
GL000217.1	1	172149	57390	169319	98.3561	47.7622	28	13.5
GL000216.1	1	172294	105074	171540	99.5624	80.8376	27.7	28.8
GL000215.1	1	172545	19902	164910	95.5751	16.4657	27.9	6.77
GL000205.1	1	174588	155696	174183	99.768	125.156	27.9	46.1
GL000219.1	1	179198	35624	65991	36.8257	21.9868	27.6	27.4
GL000224.1	1	179693	361986	63587	35.3865	284.249	27.5	13.5
GL000223.1	1	180455	32044	174934	96.9405	23.5733	27.7	1.33
GL000195.1	1	182896	145623	182355	99.7042	114.367	27.9	45.5
GL000212.1	1	186858	60893	181991	97.3953	46.6136	27.9	38.5
GL000222.1	1	186861	32025	169138	90.5154	24.5958	27.9	20.2
GL000200.1	1	187035	14285	171785	91.8464	10.8763	27.9	0.0042
GL000193.1	1	189789	103387	187720	98.9098	78.2973	27.9	42.8
GL000194.1	1	191469	74837	189389	98.9137	56.0784	27.9	24
GL000225.1	1	211173	220021	210739	99.7945	137.696	27.8	29.6
GL000192.1	1	547496	125756	536783	98.0433	32.756	27.9	23.2
NC_007605	1	171823	127	166	0.096611	0.0309854	20.4	13.4
hs37d5	1	35477943	37838430	32574773	91.817	131.245	27.5	31.5
