"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MORN4",8.5973986978225e-08,0.611947157701071,0.114,0.038,0.00258549571039616,"14","MORN4"
"ATP5PF1",3.31576051786445e-14,0.61167055440793,0.284,0.103,9.97148660537376e-10,"14","ATP5PF"
"IFITM32",4.76272498194076e-17,0.611644757106559,0.28,0.091,1.43229428381905e-12,"14","IFITM3"
"ZFAND4",2.49022509200507e-14,0.611571414711634,0.336,0.132,7.48885391918685e-10,"14","ZFAND4"
"TBCE",3.61235152924554e-07,0.61152560662642,0.142,0.055,0.0108634247539001,"14","TBCE"
"ACADM",4.76174944756055e-21,0.611273000857907,0.645,0.267,1.43200091136488e-16,"14","ACADM"
"EXOSC81",1.31987299859858e-07,0.611069984861996,0.123,0.044,0.00396925406868551,"14","EXOSC8"
"PFDN12",1.65918070483886e-13,0.610812264889048,0.36,0.148,4.9896541336619e-09,"14","PFDN1"
"ADAMTSL5",1.78515353661444e-11,0.610329386398863,0.209,0.074,5.36849223066059e-07,"14","ADAMTSL5"
"C1orf1981",1.74465051787883e-13,0.609844100114596,0.209,0.067,5.24668750241701e-09,"14","C1orf198"
"PYROXD1",2.45542631561862e-09,0.609480853263098,0.175,0.065,7.38420355895988e-05,"14","PYROXD1"
"ZMAT31",1.44534852773365e-06,0.609072278806196,0.142,0.058,0.043465966274534,"14","ZMAT3"
"LRRC8C",2.7634308494036e-09,0.608804682084201,0.204,0.082,8.31046559341144e-05,"14","LRRC8C"
"IPMK1",1.19788389131636e-11,0.608336635688015,0.265,0.105,3.6023962263557e-07,"14","IPMK"
"COL13A1",1.31030456653011e-07,0.606384373739155,0.133,0.049,0.003940478922926,"14","COL13A1"
"CLGN",3.14806055822928e-08,0.605896324889015,0.242,0.109,0.000946716251676291,"14","CLGN"
"CHORDC12",3.8218045423247e-13,0.604844889484879,0.28,0.105,1.14933128001331e-08,"14","CHORDC1"
"TMEM181",7.51929332559859e-08,0.603639884134984,0.218,0.095,0.00226127708180726,"14","TMEM181"
"RAC13",8.64915802941768e-13,0.603534915332329,0.294,0.113,2.60106129418678e-08,"14","RAC1"
"CLIC61",1.10057560110559e-22,0.602896284953836,0.398,0.131,3.30976100520484e-18,"14","CLIC6"
"BRD8",1.15418300171198e-08,0.602189677924879,0.227,0.094,0.000347097454104843,"14","BRD8"
"ERO1B2",2.70009062443429e-17,0.602019950114009,0.37,0.134,8.11998253486124e-13,"14","ERO1B"
"ITGB11",2.18120133894596e-18,0.601672343476999,0.848,0.438,6.5595267866122e-14,"14","ITGB1"
"AL136366.1",3.9764361666184e-13,0.60101016147227,0.308,0.122,1.19583364838715e-08,"14","AL136366.1"
"PPIH",3.90611471976465e-10,0.600269876239092,0.147,0.047,1.17468587967482e-05,"14","PPIH"
"TRAF6",3.52107782530361e-14,0.600091756489135,0.303,0.113,1.05889373440355e-09,"14","TRAF6"
"SCCPDH1",4.60907021867058e-08,0.5999899498352,0.171,0.066,0.0013860856868608,"14","SCCPDH"
"FBXO381",9.19921321433447e-17,0.599760075316331,0.422,0.165,2.76647938994681e-12,"14","FBXO38"
"TMBIM41",2.13149768165191e-20,0.599287434702171,0.417,0.147,6.41005297803179e-16,"14","TMBIM4"
"NHLRC31",1.78237318403877e-11,0.599207590415928,0.227,0.083,5.36013087635979e-07,"14","NHLRC3"
"EFNA5",1.90050749177169e-15,0.598514278982263,0.976,0.851,5.715396180005e-11,"14","EFNA5"
"VOPP11",1.62384306866555e-14,0.598359007305551,0.246,0.083,4.8833832603979e-10,"14","VOPP1"
"FZD6",2.1321274896991e-10,0.597971601754046,0.152,0.049,6.4119469997721e-06,"14","FZD6"
"UQCRB",1.25856957222624e-10,0.597358718700367,0.251,0.101,3.78489627455597e-06,"14","UQCRB"
"MCTP21",5.8233861707028e-10,0.595738380922098,0.19,0.071,1.75126692311545e-05,"14","MCTP2"
"EXOC6B",1.92762651800305e-23,0.595342589504471,0.986,0.952,5.79695122759057e-19,"14","EXOC6B"
"SEH1L",1.49840274832463e-06,0.594811345006952,0.109,0.04,0.0450614658503667,"14","SEH1L"
"GIN11",5.51426609235759e-09,0.594606014026943,0.232,0.098,0.00016583052419547,"14","GIN1"
"CDC42EP4",2.56038520567043e-10,0.594544113950993,0.142,0.045,7.69984642901269e-06,"14","CDC42EP4"
"LIN9",2.13029270477687e-17,0.593526727143396,0.588,0.256,6.40642925107549e-13,"14","LIN9"
"KDM1A1",1.5941520141181e-10,0.593455963779934,0.246,0.099,4.79409335205736e-06,"14","KDM1A"
"CCNL12",2.60776870076432e-14,0.59324509708561,0.341,0.13,7.84234281380855e-10,"14","CCNL1"
"ATP6V1C1",1.53433684494123e-12,0.592534166827608,0.256,0.094,4.61421119379175e-08,"14","ATP6V1C1"
"ZNF2341",7.43387922397255e-08,0.592032749873839,0.152,0.058,0.00223559049902526,"14","ZNF234"
"PDGFA1",4.3512838449754e-09,0.591732022537859,0.152,0.053,0.000130856159069945,"14","PDGFA"
"KRBOX4",2.05075344243661e-11,0.591031299243344,0.242,0.091,6.16723082743963e-07,"14","KRBOX4"
"SGIP12",1.27007522772252e-22,0.590965435218252,0.417,0.146,3.81949723232994e-18,"14","SGIP1"
"TMEM2631",1.42654450266412e-06,0.58998489344803,0.152,0.063,0.0429004728286182,"14","TMEM263"
"TMEM237",3.20907672464695e-07,0.58937983202098,0.104,0.035,0.00965065643403078,"14","TMEM237"
"GORAB",3.02464706082753e-11,0.589302990310986,0.152,0.047,9.09602110602662e-07,"14","GORAB"
"SESN1",2.70148423734718e-14,0.589120128196686,0.919,0.644,8.12417354697419e-10,"14","SESN1"
"FAM13B",2.15066229417615e-15,0.588561092173044,0.806,0.435,6.46768671727595e-11,"14","FAM13B"
"MICU2",6.86861459190294e-15,0.588110381880867,0.564,0.263,2.06559846622297e-10,"14","MICU2"
"CASD11",2.01380819922247e-09,0.587923159511828,0.261,0.112,6.05612539752175e-05,"14","CASD1"
"L3MBTL41",4.06864262459014e-07,0.58740041001032,0.275,0.139,0.0122356289649299,"14","L3MBTL4"
"HMGN13",3.09086222393525e-18,0.587177867527822,0.417,0.153,9.29514996604049e-14,"14","HMGN1"
"AC008124.1",7.76333176477986e-11,0.58558816776497,0.19,0.066,2.33466676162225e-06,"14","AC008124.1"
"PARD6B",1.87745976558286e-08,0.585567378224316,0.147,0.053,0.000564608475303733,"14","PARD6B"
"POC1B",4.93144097972571e-09,0.585310258247561,0.142,0.048,0.000148303224583291,"14","POC1B"
"PHC1",3.01988671258391e-11,0.584589768179697,0.223,0.082,9.08170531075359e-07,"14","PHC1"
"RPL62",3.89628596373228e-15,0.584516354216389,0.265,0.089,1.17173007787321e-10,"14","RPL6"
"AC083798.2",1.32936002731593e-09,0.583961369041976,0.123,0.037,3.9977844101472e-05,"14","AC083798.2"
"PXN2",1.41701845155599e-16,0.582117177171438,0.37,0.138,4.26139958936433e-12,"14","PXN"
"DPY19L1",3.81628867610983e-15,0.581928355872574,0.351,0.134,1.14767249356651e-10,"14","DPY19L1"
"ZNF5361",4.19881821967438e-08,0.581805190179186,0.232,0.104,0.00126271060320268,"14","ZNF536"
"HNRNPA12",1.21039635109814e-07,0.58141568168974,0.299,0.141,0.00364002494665743,"14","HNRNPA1"
"NUDCD11",9.19608662760022e-08,0.580639686012045,0.156,0.06,0.00276553913151822,"14","NUDCD1"
"SORL1",1.60188948568738e-08,0.579908585934108,0.1,0.029,0.000481736225030766,"14","SORL1"
"YTHDF3",1.37171152441861e-17,0.57987708166512,0.479,0.19,4.12514806738408e-13,"14","YTHDF3"
"PDK4",2.72082847940206e-14,0.579417885158632,0.867,0.552,8.18234748610581e-10,"14","PDK4"
"TLCD4",1.06556295939361e-14,0.57927427830452,0.493,0.219,3.20446748778439e-10,"14","TLCD4"
"CHUK",6.17090748165167e-08,0.578339240154819,0.156,0.06,0.00185577700695711,"14","CHUK"
"ISOC1",7.60353142267254e-10,0.57762510056219,0.175,0.062,2.28661000474031e-05,"14","ISOC1"
"ZNF774",2.33189805303399e-08,0.577392072062679,0.128,0.043,0.000701271701488911,"14","ZNF774"
"MICOS10",4.32980476799136e-07,0.577274606310082,0.133,0.05,0.0130210218787804,"14","MICOS10"
"COLQ1",4.07157077753273e-26,0.577095292709203,0.507,0.177,1.22444347992742e-21,"14","COLQ"
"SS181",6.11284511069033e-12,0.577007070100158,0.313,0.127,1.8383159101379e-07,"14","SS18"
"IDI2-AS1",1.60867741884491e-14,0.575813192913199,0.242,0.081,4.83777560169231e-10,"14","IDI2-AS1"
"JPH21",1.59973816068814e-18,0.575333730447159,0.938,0.575,4.81089257063745e-14,"14","JPH2"
"NDUFA12",2.09659070919036e-12,0.575318677530959,0.27,0.103,6.30507723974817e-08,"14","NDUFA12"
"SLCO5A12",4.77054720851421e-12,0.574587255924027,0.63,0.356,1.43464666201648e-07,"14","SLCO5A1"
"ARFIP11",9.08268831117293e-10,0.574323573354294,0.384,0.187,2.73143685581904e-05,"14","ARFIP1"
"PKNOX21",2.95657683091099e-08,0.57425892258637,0.166,0.064,0.000889131350359861,"14","PKNOX2"
"GATA6",4.82318442158965e-16,0.57350804638892,0.754,0.394,1.45047625110466e-11,"14","GATA6"
"AL442636.1",5.74159119389934e-07,0.573275757768393,0.104,0.036,0.0172666871974135,"14","AL442636.1"
"MGMT",1.4429071983891e-09,0.573184019908846,0.379,0.184,4.33925481771555e-05,"14","MGMT"
"CCDC66",7.08526650760408e-17,0.572659513248818,0.645,0.302,2.13075219683177e-12,"14","CCDC66"
"TM7SF31",6.37106465392217e-09,0.572600068422975,0.204,0.082,0.000191597027337401,"14","TM7SF3"
"NFIB",1.33401168610229e-16,0.572479362035679,0.957,0.747,4.01177334361543e-12,"14","NFIB"
"CYB5R1",1.17024484077116e-18,0.571867844294466,0.303,0.096,3.5192773096511e-14,"14","CYB5R1"
"LCLAT1",8.33837139895637e-14,0.571809545580173,0.915,0.593,2.50759843080815e-09,"14","LCLAT1"
"USP31",2.05891761849356e-12,0.571230509965197,0.355,0.15,6.19178295409568e-08,"14","USP3"
"NUS12",2.80165970159008e-09,0.570879545471103,0.27,0.117,8.42543122059184e-05,"14","NUS1"
"CRYZ",1.1542261100721e-11,0.570495724095876,0.171,0.054,3.47110418081981e-07,"14","CRYZ"
"UHRF21",3.57614446134228e-13,0.570315937581706,0.327,0.129,1.07545392385946e-08,"14","UHRF2"
"ECHDC11",9.43570120323472e-12,0.570011667015017,0.37,0.164,2.83759842284878e-07,"14","ECHDC1"
"EIF2A1",2.78248569751499e-13,0.569244708423882,0.251,0.089,8.36776923813682e-09,"14","EIF2A"
"RNF141",2.05508136625043e-10,0.569001814847312,0.218,0.083,6.18024619272492e-06,"14","RNF14"
"FMNL21",1.50964791975232e-07,0.56882933786473,0.336,0.175,0.00453996418907114,"14","FMNL2"
"LINC023341",1.65057260219887e-13,0.56752169613546,0.493,0.235,4.96376698659267e-09,"14","LINC02334"
"ANTXR21",2.3166294162047e-12,0.56751108520926,0.441,0.2,6.96679964335239e-08,"14","ANTXR2"
"RPL172",1.3830663412394e-13,0.566619632074459,0.199,0.063,4.15929540800925e-09,"14","RPL17"
"CSE1L",4.67319762072807e-10,0.566448170857797,0.161,0.054,1.40537072048155e-05,"14","CSE1L"
"FAM160A2",8.5820580130245e-09,0.565618789593675,0.114,0.035,0.000258088230625686,"14","FAM160A2"
"SDHD1",4.581583741126e-14,0.564580308211332,0.308,0.115,1.37781967846882e-09,"14","SDHD"
"RBM26",2.0853772676356e-17,0.563701633159116,0.768,0.382,6.27135505696053e-13,"14","RBM26"
"ICK1",6.24633172130831e-12,0.563288162461675,0.256,0.097,1.87845933854905e-07,"14","ICK"
"PLPBP",1.93661224518292e-08,0.562974145042343,0.114,0.036,0.000582397400493861,"14","PLPBP"
"GPR135",2.69639719629762e-10,0.562857198502861,0.341,0.156,8.10887528842583e-06,"14","GPR135"
"LBH1",5.89722933733307e-12,0.562697852477155,0.351,0.151,1.77347377861617e-07,"14","LBH"
"IMMP1L",4.31045514505076e-09,0.562670791098543,0.393,0.2,0.000129628317577111,"14","IMMP1L"
"SP32",7.9471817124206e-08,0.562639988935838,0.327,0.167,0.00238995595637625,"14","SP3"
"RHOBTB3",2.0569438070343e-14,0.562432317868811,0.711,0.385,6.18584711089426e-10,"14","RHOBTB3"
"PGRMC2",1.22605511809432e-12,0.562308009631471,0.227,0.079,3.68711555664504e-08,"14","PGRMC2"
"ZNF33B1",3.71025772395099e-12,0.56202281995557,0.346,0.149,1.11578580532378e-07,"14","ZNF33B"
"UQCRQ",8.41462070749087e-12,0.561090348501793,0.175,0.056,2.53052888536373e-07,"14","UQCRQ"
"FARSB1",1.85360275991731e-10,0.56090998438393,0.303,0.13,5.57433957989933e-06,"14","FARSB"
"CREB51",5.1967744748773e-10,0.560602216712123,0.81,0.512,1.56282598782985e-05,"14","CREB5"
"ACTR3B",3.24004260216081e-13,0.559853082020984,0.346,0.139,9.7437801174782e-09,"14","ACTR3B"
"ATL31",2.31764722138109e-11,0.559709116058061,0.152,0.046,6.96986048885936e-07,"14","ATL3"
"VPS50",3.98743061219556e-13,0.559320336233851,0.427,0.188,1.19914000800557e-08,"14","VPS50"
"H3F3A1",4.24466349787105e-10,0.559154607101587,0.194,0.071,1.27649765371476e-05,"14","H3F3A"
"HMGN21",1.16566947335976e-08,0.559101585409792,0.161,0.059,0.00035055178072348,"14","HMGN2"
"PDLIM11",4.06244359812147e-15,0.559025730180561,0.569,0.268,1.22169866326307e-10,"14","PDLIM1"
"USP25",5.18025914954752e-16,0.558879808264489,0.834,0.458,1.55785933404343e-11,"14","USP25"
"NEO1",1.127614484092e-11,0.557972948081539,0.37,0.166,3.39107503800986e-07,"14","NEO1"
"EIF3C",3.6573226521942e-11,0.557518218776302,0.152,0.047,1.09986664119436e-06,"14","EIF3C"
"KDSR",3.44834132382895e-10,0.557185027736249,0.246,0.1,1.03701968631508e-05,"14","KDSR"
"PSMD141",6.31863691514944e-10,0.557154748009734,0.322,0.144,1.90020367949289e-05,"14","PSMD14"
"AL031123.11",2.66512449333153e-11,0.557073889214306,0.294,0.121,8.01482888879591e-07,"14","AL031123.1"
"LRRFIP1",6.13690086045309e-20,0.556703399942936,0.976,0.819,1.84555019576406e-15,"14","LRRFIP1"
"HEPH",1.07330536407078e-06,0.556550417521233,0.109,0.039,0.0322775122137006,"14","HEPH"
"PLEKHF2",5.97206279734871e-10,0.556021548946489,0.118,0.035,1.79597844504668e-05,"14","PLEKHF2"
"ASB181",1.93754411542674e-14,0.55594600657738,0.934,0.68,5.82677641832283e-10,"14","ASB18"
"CA5B",7.64662322025494e-10,0.555759371305428,0.251,0.104,2.29956900102727e-05,"14","CA5B"
"RMDN11",1.32144705914939e-10,0.555438458644182,0.341,0.15,3.97398774097996e-06,"14","RMDN1"
"HCFC2",2.27153998984472e-11,0.55478270643503,0.322,0.135,6.83120221146001e-07,"14","HCFC2"
"AK6",2.35873817789189e-07,0.55377964969867,0.104,0.035,0.00709343332237428,"14","AK6"
"PCP4",5.80487634336054e-09,0.55255702431173,0.142,0.049,0.000174570046273882,"14","PCP4"
"A2M1",5.01199234970017e-12,0.552273469522672,0.322,0.135,1.50725645932533e-07,"14","A2M"
"ZDHHC15",4.07211249162054e-11,0.552053462047545,0.232,0.087,1.22460638960505e-06,"14","ZDHHC15"
"FGF71",1.60285637278957e-08,0.551940227809824,0.28,0.129,0.000482026996989007,"14","FGF7"
"DUSP162",3.73230578306283e-14,0.551136124757792,0.479,0.211,1.12241631814048e-09,"14","DUSP16"
"TRAPPC13",4.65924192732812e-09,0.550615070535064,0.218,0.089,0.000140117382480539,"14","TRAPPC13"
"MBD1",3.03078041423643e-08,0.549880746908313,0.142,0.051,0.000911446593973323,"14","MBD1"
"CSGALNACT21",4.32342402342241e-08,0.549591559577615,0.171,0.067,0.00130018330656382,"14","CSGALNACT2"
"SUPT3H",2.19825928988032e-13,0.549447980566853,0.607,0.312,6.6108251624571e-09,"14","SUPT3H"
"AASDH",1.58388836733456e-13,0.549199769397363,0.284,0.104,4.76322748708522e-09,"14","AASDH"
"CCSER2",2.41152424587336e-15,0.549161690356453,0.886,0.544,7.25217686461496e-11,"14","CCSER2"
"KLHL81",5.0576435725442e-12,0.549058776748319,0.246,0.092,1.52098515157122e-07,"14","KLHL8"
"PLCXD3",8.33361813585397e-18,0.54878898743842,0.953,0.857,2.50616898199537e-13,"14","PLCXD3"
"RWDD31",1.86385264633721e-08,0.548266716051536,0.275,0.124,0.00056051640633299,"14","RWDD3"
"SATB1",1.30140408840098e-10,0.547934794215048,0.237,0.092,3.91371251504826e-06,"14","SATB1"
"HNRNPH31",7.13448876279844e-16,0.547928668328892,0.313,0.111,2.14555480563637e-11,"14","HNRNPH3"
"TBC1D4",4.0712902260066e-19,0.547904825224067,0.967,0.797,1.22435910966696e-14,"14","TBC1D4"
"RND32",1.4775193496247e-16,0.547824302138359,0.246,0.077,4.44334394012636e-12,"14","RND3"
"ZNF8271",1.04632868148489e-14,0.547223476518186,0.739,0.388,3.14662424382952e-10,"14","ZNF827"
"TSPAN3",1.11669384005321e-11,0.54674288995216,0.218,0.078,3.35823338519202e-07,"14","TSPAN3"
"POLR2J3",1.41311494049364e-17,0.545355534129043,0.848,0.442,4.24966056054651e-13,"14","POLR2J3"
"MYOZ21",1.19464561603273e-20,0.544994161340975,0.986,0.884,3.59265776109522e-16,"14","MYOZ2"
"RYK1",1.46406737480965e-12,0.544306935584447,0.46,0.209,4.40288981626506e-08,"14","RYK"
"KRIT1",1.72095448103398e-14,0.543402118246228,0.483,0.209,5.17542641081348e-10,"14","KRIT1"
"LNPEP",3.11040693336387e-16,0.541115962976903,0.692,0.338,9.35392677070516e-12,"14","LNPEP"
"COX161",1.21443192314986e-06,0.540724959724019,0.137,0.055,0.0365216112248857,"14","COX16"
"SGMS2",3.57983603859732e-12,0.540356891006795,0.398,0.177,1.07656409188737e-07,"14","SGMS2"
"ATP2C1",5.8375720499299e-14,0.54033154596167,0.848,0.534,1.75553304257542e-09,"14","ATP2C1"
"ZCCHC4",6.27187501013119e-16,0.540006411921358,0.251,0.079,1.88614097179675e-11,"14","ZCCHC4"
"DUSP271",2.47141772660369e-11,0.539661963636653,0.673,0.368,7.43229452921528e-07,"14","DUSP27"
"ETFDH",9.89684219123126e-16,0.53963546279649,0.621,0.296,2.97627735216898e-11,"14","ETFDH"
"PROX11",1.6216987264739e-18,0.538721408159327,0.654,0.294,4.87693458012496e-14,"14","PROX1"
"IMMP2L",1.46264157996503e-07,0.538437919244748,0.82,0.661,0.00439860202342885,"14","IMMP2L"
"ZDHHC211",3.66283277962893e-16,0.53722300033014,0.597,0.275,1.10152370181781e-11,"14","ZDHHC21"
"MBNL11",1.17031087805356e-16,0.537052677129259,0.972,0.869,3.51947590357046e-12,"14","MBNL1"
"BDNF-AS",5.17013211972298e-12,0.536802365241493,0.408,0.184,1.55481383236429e-07,"14","BDNF-AS"
"TGFBRAP1",5.92946666509122e-07,0.536608683474335,0.123,0.046,0.0178316851019288,"14","TGFBRAP1"
"EMILIN2",2.1610371365234e-08,0.536519185492461,0.142,0.05,0.000649888698066682,"14","EMILIN2"
"COL19A11",6.47108232061002e-08,0.536171788880875,0.289,0.141,0.00194604858627705,"14","COL19A1"
"ZNF322",2.02013944162517e-08,0.536040815252643,0.128,0.043,0.000607516534279937,"14","ZNF322"
"DTNBP11",5.83021240534595e-08,0.535848670565828,0.261,0.121,0.00175331977665969,"14","DTNBP1"
"SLC12A21",7.58019376769328e-16,0.535246204304161,0.455,0.19,2.2795916717584e-11,"14","SLC12A2"
"CERS52",6.4691280739192e-10,0.535065361433993,0.251,0.102,1.94546088566972e-05,"14","CERS5"
"PEF1",2.69564828087115e-07,0.534514166793349,0.123,0.044,0.0081066230750638,"14","PEF1"
"PCSK5",8.76913428901417e-09,0.534385450603143,0.204,0.082,0.000263714175473523,"14","PCSK5"
"ATP7B",3.04851322242219e-10,0.534278600007902,0.232,0.092,9.16779381379026e-06,"14","ATP7B"
"PLEKHO11",8.79054742551225e-14,0.53420243299609,0.246,0.085,2.6435813272743e-09,"14","PLEKHO1"
"KPNA51",9.18183688800823e-11,0.534180744389081,0.246,0.096,2.76125380733071e-06,"14","KPNA5"
"SNX13",1.56692549956704e-14,0.53386782880613,0.692,0.343,4.71221505484795e-10,"14","SNX13"
"CEPT11",3.66885214149065e-17,0.533650482681832,0.332,0.113,1.10333390451048e-12,"14","CEPT1"
"ATP2B11",7.50846173862551e-10,0.532232606947233,0.275,0.117,2.25801969865685e-05,"14","ATP2B1"
"TMED51",6.48883674540105e-10,0.531911706709729,0.232,0.092,1.95138787444446e-05,"14","TMED5"
"NDUFB3",8.5059214637975e-08,0.530825088716834,0.118,0.04,0.00255798576180782,"14","NDUFB3"
"LIN7A1",1.41085208512885e-11,0.530519187810191,0.436,0.214,4.24285547560799e-07,"14","LIN7A"
"SMAD1",8.37821818712535e-13,0.530516841192061,0.318,0.127,2.51958155541421e-08,"14","SMAD1"
"CARNMT1",1.48943967747542e-08,0.530435904569071,0.175,0.067,0.000447919194207183,"14","CARNMT1"
"GALT",1.26589336352924e-08,0.529498363431293,0.133,0.045,0.000380692111214149,"14","GALT"
"RECQL1",6.71052296131236e-09,0.529364844170225,0.166,0.061,0.000201805557015547,"14","RECQL"
"USP162",5.39176182753175e-12,0.529309781859728,0.322,0.132,1.62146453439362e-07,"14","USP16"
"MTPN1",7.80191436289536e-10,0.529192577086936,0.227,0.09,2.34626970635352e-05,"14","MTPN"
"NTN4",3.82758641494183e-15,0.528245360178417,0.687,0.352,1.15107006256546e-10,"14","NTN4"
"MRPS5",2.7967507619697e-14,0.528100519142713,0.512,0.228,8.41066856647147e-10,"14","MRPS5"
"RPL191",8.92939399132077e-09,0.52717076588701,0.156,0.056,0.000268533665500989,"14","RPL19"
"ATG5",4.99641202318772e-16,0.525497825968223,0.469,0.19,1.50257098773324e-11,"14","ATG5"
"PNPT11",1.57295131015185e-14,0.524928682325242,0.28,0.098,4.73033647501966e-10,"14","PNPT1"
"SPATS2L1",8.60704990190592e-14,0.524857875093779,0.559,0.266,2.58839811700017e-09,"14","SPATS2L"
"SESTD12",1.87016855223988e-14,0.52469653652523,0.37,0.146,5.624157887151e-10,"14","SESTD1"
"SHB1",1.65617970642951e-09,0.524668378017173,0.318,0.143,4.98062923114546e-05,"14","SHB"
"RPL371",1.11840367885099e-08,0.52310007309286,0.227,0.096,0.000336337538340858,"14","RPL37"
"RORB1",9.03081778996198e-07,0.522756287832518,0.175,0.078,0.0271583783397527,"14","RORB"
"FDFT1",3.46877993843913e-08,0.522658984596008,0.142,0.051,0.0010431661908868,"14","FDFT1"
"INPP4B",6.27505494123191e-12,0.522643233700932,0.957,0.876,1.88709727247667e-07,"14","INPP4B"
"FHOD1",2.34101157162807e-11,0.522221240496697,0.194,0.067,7.0401240993571e-07,"14","FHOD1"
"STXBP31",1.57034306237561e-12,0.521370412796752,0.232,0.082,4.72249269148216e-08,"14","STXBP3"
"G2E31",4.41954129198583e-07,0.521111435881444,0.147,0.058,0.013290886527389,"14","G2E3"
"LINC02256",9.05849231185482e-11,0.521014893212463,0.374,0.169,2.7241603929441e-06,"14","LINC02256"
"STX7",5.87866332387967e-13,0.520447910694332,0.374,0.159,1.76789042139033e-08,"14","STX7"
"ZFAND1",2.80371086157378e-11,0.519086056674674,0.209,0.074,8.43159967401082e-07,"14","ZFAND1"
"NAV1",3.7085808401952e-11,0.518964692689841,0.853,0.609,1.1152815160719e-06,"14","NAV1"
"METTL4",1.08131610449309e-07,0.518507656789798,0.123,0.043,0.00325184192104208,"14","METTL4"
"PLXNA22",1.72540405653397e-10,0.518272686717579,0.223,0.085,5.18880761921461e-06,"14","PLXNA2"
"CPT1B",4.24558124015568e-19,0.517997223926438,0.597,0.249,1.27677364635202e-14,"14","CPT1B"
"RPE1",8.47260958581654e-11,0.516953589716992,0.227,0.086,2.54796788074261e-06,"14","RPE"
"IPO81",3.06268322312642e-14,0.515782517818104,0.341,0.131,9.21040725690808e-10,"14","IPO8"
"ARSB1",4.9958906147407e-08,0.515072131327856,0.265,0.126,0.00150241418457097,"14","ARSB"
"SUDS31",6.4630135057285e-08,0.514887118572737,0.242,0.108,0.00194362205157773,"14","SUDS3"
"PAPOLA1",1.95662152618279e-16,0.514044066636797,0.796,0.404,5.88414791568949e-12,"14","PAPOLA"
"NAP1L12",4.12603934895326e-14,0.513892793444638,0.578,0.26,1.24082381341071e-09,"14","NAP1L1"
"CYP2J21",1.69509953637766e-16,0.513258955861607,0.924,0.591,5.09767283574853e-12,"14","CYP2J2"
"PHKG1",6.62228413775368e-11,0.512596683473046,0.204,0.073,1.99151950874666e-06,"14","PHKG1"
"DHX38",3.51848676920623e-08,0.512042109968765,0.114,0.037,0.00105811452610339,"14","DHX38"
"TIPRL",3.14069055628107e-07,0.511876479299558,0.123,0.045,0.00944499870990408,"14","TIPRL"
"MAP4K4",8.74914032972167e-14,0.511672400887639,0.872,0.526,2.6311289713572e-09,"14","MAP4K4"
"C12orf4",4.20610734026909e-12,0.511259898118014,0.251,0.093,1.26490266043912e-07,"14","C12orf4"
"IAH1",1.02585767421569e-08,0.511172052026462,0.209,0.084,0.000308506178366883,"14","IAH1"
"RPS20",2.70574436110587e-07,0.510923836951415,0.109,0.037,0.0081369850171537,"14","RPS20"
"ABCB41",3.62863946286758e-10,0.510698774547445,0.303,0.134,1.09124074566817e-05,"14","ABCB4"
"BAZ1A",1.18375417041999e-07,0.510308452115755,0.185,0.077,0.00355990391670404,"14","BAZ1A"
"CWC221",7.34708052546219e-13,0.510130478327291,0.256,0.093,2.20948752642224e-08,"14","CWC22"
"CHMP2B",4.09539499422441e-09,0.509790261971149,0.152,0.053,0.000123160813661311,"14","CHMP2B"
"NHSL1",7.33263908410621e-12,0.509777637654222,0.754,0.449,2.20514455176326e-07,"14","NHSL1"
"ST3GAL41",2.68427788361542e-13,0.509665657688493,0.289,0.108,8.07242887939665e-09,"14","ST3GAL4"
"TGM21",7.2594660713739e-12,0.50963011633805,0.412,0.189,2.18313923164427e-07,"14","TGM2"
"CETN3",1.40303611351417e-07,0.508394843974577,0.152,0.058,0.00421935050417116,"14","CETN3"
"UFL1",2.22722670334803e-14,0.508205815067478,0.341,0.13,6.69793886497853e-10,"14","UFL1"
"FIP1L11",6.69568078606996e-10,0.507693204274749,0.36,0.165,2.01359208279482e-05,"14","FIP1L1"
"LEMD31",1.32174360826814e-14,0.507676272023064,0.351,0.135,3.97487955314478e-10,"14","LEMD3"
"ASB14",1.38019441891076e-07,0.507260828555128,0.156,0.061,0.00415065867599034,"14","ASB14"
"PIGG",5.24279504099868e-07,0.506889404847777,0.209,0.094,0.0157666575267953,"14","PIGG"
"RPL23",1.04355611030515e-10,0.506865506873624,0.123,0.035,3.13828629052069e-06,"14","RPL23"
"STRIP21",1.22320144117657e-11,0.506560268096984,0.289,0.116,3.67853369405029e-07,"14","STRIP2"
"SBDS1",1.12214399613083e-10,0.50636306389425,0.185,0.064,3.37462363956423e-06,"14","SBDS"
"ACSL32",3.04170255503887e-13,0.505966153215069,0.445,0.196,9.14731209376839e-09,"14","ACSL3"
"COX7C1",2.08145258722627e-13,0.505635734468382,0.218,0.072,6.25955236556557e-09,"14","COX7C"
"SERINC11",2.91810891279996e-09,0.505077265214923,0.218,0.087,8.77562893346331e-05,"14","SERINC1"
"SGCG",1.51210149205719e-14,0.504786937596064,0.924,0.731,4.54734281706358e-10,"14","SGCG"
"DNAJC241",1.06760594707688e-09,0.504260995126022,0.209,0.081,3.21061136464431e-05,"14","DNAJC24"
"STK32",5.22168574830446e-13,0.503807077026464,0.791,0.486,1.5703175550876e-08,"14","STK3"
