"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SGCE",3.5523974688102e-29,2.95898465302929,0.239,0.061,1.06831249079529e-24,"9","SGCE"
"SORBS3",7.09431391300661e-22,2.95768612872658,0.125,0.022,2.13347302305848e-17,"9","SORBS3"
"ABCC4",1.07066804041457e-20,2.9573095947503,0.136,0.028,3.21981999793873e-16,"9","ABCC4"
"RPL18",5.844320672243e-43,2.95705797137656,0.367,0.103,1.75756255576364e-38,"9","RPL18"
"GAS7",3.3846476268055e-63,2.9515906966454,0.511,0.144,1.01786508080922e-58,"9","GAS7"
"GRINA",8.11336369797369e-16,2.95099239204011,0.106,0.022,2.43993186489163e-11,"9","GRINA"
"ELMO1",2.29392803626941e-69,2.94755953476902,0.269,0.031,6.89852978347299e-65,"9","ELMO1"
"LRP1",1.71267628052346e-56,2.92754443026559,0.455,0.126,5.15053137841819e-52,"9","LRP1"
"RNF7",8.34717477397554e-17,2.92702756756109,0.144,0.037,2.51024586977767e-12,"9","RNF7"
"CCN1",1.79702041155342e-13,2.92677898227198,0.273,0.123,5.40417948366461e-09,"9","CCN1"
"COL28A1",1.71068724818048e-17,2.92655644012086,0.106,0.02,5.14454976145315e-13,"9","COL28A1"
"GPC4",1.02630509900446e-17,2.92007136725974,0.114,0.023,3.08640732423612e-13,"9","GPC4"
"YPEL3",3.16564698035101e-23,2.91576113026345,0.223,0.064,9.52005016400961e-19,"9","YPEL3"
"ADIRF",2.50677323145349e-19,2.9117096795389,0.121,0.024,7.53861913895007e-15,"9","ADIRF"
"SF3A1",1.21553921568226e-16,2.90783885053237,0.114,0.024,3.65549108332125e-12,"9","SF3A1"
"RNF152",1.09845169330047e-31,2.90722518689512,0.189,0.035,3.3033737772625e-27,"9","RNF152"
"SLC39A7",8.90922883467644e-15,2.90638610634195,0.106,0.024,2.67927238745225e-10,"9","SLC39A7"
"TMX1",2.76314348616437e-13,2.90471367230448,0.11,0.028,8.30960140594212e-09,"9","TMX1"
"EFEMP1",9.15095140055997e-32,2.89871229440952,0.254,0.063,2.7519656146904e-27,"9","EFEMP1"
"LIMA1",5.30473158345603e-31,2.89180410216719,0.254,0.064,1.59529192909273e-26,"9","LIMA1"
"EMC4",3.05543245297477e-16,2.89020140752727,0.102,0.02,9.18860201583102e-12,"9","EMC4"
"HSPA8",4.19938492985845e-49,2.88720229840845,0.311,0.064,1.26288102995633e-44,"9","HSPA8"
"FAM102B",3.45753895814793e-18,2.88706686703952,0.129,0.028,1.03978569088383e-13,"9","FAM102B"
"GABBR1",5.73875645035208e-21,2.88591596588466,0.167,0.041,1.72581622731438e-16,"9","GABBR1"
"JUND",4.0647055341232e-55,2.88382953461744,0.439,0.115,1.22237889527687e-50,"9","JUND"
"RPL28",1.9895284246383e-58,2.8834486374641,0.428,0.106,5.98310883141476e-54,"9","RPL28"
"MPG",1.3926480843039e-18,2.88320850667968,0.148,0.036,4.18811058392713e-14,"9","MPG"
"CALR",1.5745682604542e-25,2.88276484845879,0.235,0.065,4.73519912966391e-21,"9","CALR"
"PDGFD",4.16964248117448e-45,2.88103433837062,0.477,0.169,1.2539365833636e-40,"9","PDGFD"
"LGALS3",5.78474729436506e-30,2.87797972309926,0.36,0.131,1.7396470538344e-25,"9","LGALS3"
"SRI",1.46459120911275e-26,2.87765390303069,0.174,0.036,4.40446514316476e-22,"9","SRI"
"S100A10",2.58298682635858e-40,2.87543803255021,0.284,0.064,7.76781628290817e-36,"9","S100A10"
"NFKBIA",5.93412992403424e-39,2.87475102943624,0.288,0.068,1.78457089205482e-34,"9","NFKBIA"
"JAG1",2.28513198594191e-25,2.87237251155732,0.102,0.013,6.8720774213231e-21,"9","JAG1"
"YWHAB",1.07559293021554e-34,2.86908588018389,0.261,0.062,3.23463061903718e-30,"9","YWHAB"
"DIPK2A",3.43574751353613e-21,2.86461072645816,0.136,0.027,1.03323234974572e-16,"9","DIPK2A"
"TMEM50A",2.28111144295181e-31,2.86162819004228,0.246,0.06,6.85998644238898e-27,"9","TMEM50A"
"ATP6V1G1",1.10791427472045e-19,2.85981691029602,0.163,0.041,3.33183059836682e-15,"9","ATP6V1G1"
"GNAQ",6.60355935095557e-57,2.85614551525408,0.333,0.063,1.98588840361287e-52,"9","GNAQ"
"DOCK6",7.34305434994195e-23,2.85384586294475,0.117,0.019,2.20827673465804e-18,"9","DOCK6"
"SERPINB1",7.783320467491e-15,2.84904748175725,0.148,0.044,2.34067796418857e-10,"9","SERPINB1"
"BCAP31",5.08880219545458e-24,2.84810297095633,0.152,0.03,1.53035548423906e-19,"9","BCAP31"
"TRAM1",1.96143025029437e-46,2.84731273886927,0.341,0.08,5.89860919171025e-42,"9","TRAM1"
"NDUFAF3",1.46914525014453e-15,2.84584377730397,0.106,0.023,4.41816051075964e-11,"9","NDUFAF3"
"DRAP1",5.50398529095405e-17,2.84280689646639,0.11,0.022,1.65521349654861e-12,"9","DRAP1"
"EEF1B2",1.18867124316998e-18,2.83890779087795,0.136,0.031,3.57469102958508e-14,"9","EEF1B2"
"RPL29",2.84237862506314e-41,2.83520703330829,0.292,0.066,8.54788523915237e-37,"9","RPL29"
"NGRN",7.38232853304529e-14,2.83382421952093,0.121,0.032,2.22008765974271e-09,"9","NGRN"
"RFTN1",8.25487052420422e-34,2.82939958198016,0.22,0.045,2.48248721274394e-29,"9","RFTN1"
"MLF2",2.71280389243452e-13,2.82699433345582,0.121,0.033,8.15821514571834e-09,"9","MLF2"
"ILF2",7.53266086903167e-19,2.81998761395865,0.121,0.024,2.2652971031439e-14,"9","ILF2"
"KCTD8",4.67699520264768e-22,2.81949748748491,0.102,0.015,1.40651276729224e-17,"9","KCTD8"
"RPS13",1.09306401062057e-33,2.81760699085896,0.299,0.083,3.28717139913925e-29,"9","RPS13"
"RPS27A",9.77473248451146e-41,2.81720798731205,0.318,0.079,2.93955530006713e-36,"9","RPS27A"
"EGR1",7.79266683712381e-32,2.81698192203693,0.409,0.154,2.34348869792824e-27,"9","EGR1"
"RPL11",5.70305915438826e-56,2.81359952958729,0.473,0.136,1.71508097949918e-51,"9","RPL11"
"RPS8",4.1134132961478e-51,2.80894852712616,0.481,0.155,1.23702678055053e-46,"9","RPS8"
"MEOX2",7.73634269813109e-30,2.80665067805639,0.129,0.017,2.32655033960896e-25,"9","MEOX2"
"GASK1B",3.52296055110327e-42,2.80599100003174,0.303,0.069,1.05945992653329e-37,"9","GASK1B"
"RPL19",6.89765112577875e-51,2.80596645440599,0.371,0.088,2.07433062305544e-46,"9","RPL19"
"RPL7",1.45352368882382e-13,2.80245892558063,0.117,0.031,4.37118178939987e-09,"9","RPL7"
"NDUFA4L2",8.07036267638431e-34,2.79891147500287,0.144,0.019,2.42700016766905e-29,"9","NDUFA4L2"
"LHFPL2",9.7137930261587e-34,2.79670853902459,0.208,0.04,2.92122897675671e-29,"9","LHFPL2"
"NME2",3.43793562198204e-26,2.79646464518511,0.155,0.029,1.03389037959866e-21,"9","NME2"
"SNRPA",2.52567397042577e-14,2.79598962913087,0.114,0.028,7.59545933126142e-10,"9","SNRPA"
"PLIN2",7.1453620080049e-14,2.79587519151672,0.163,0.053,2.14882471666731e-09,"9","PLIN2"
"RBM22",1.46245121546103e-18,2.79418037978089,0.148,0.036,4.39802954025597e-14,"9","RBM22"
"ATP6V0C",1.02364467979049e-20,2.78871363358658,0.163,0.039,3.07840664553395e-16,"9","ATP6V0C"
"ADCY1",2.29034481099412e-24,2.788672629945,0.14,0.025,6.88775395010262e-20,"9","ADCY1"
"CREG1",7.72073439677704e-17,2.78168743587121,0.125,0.029,2.32185645514276e-12,"9","CREG1"
"RPL30",8.04375264046876e-41,2.78149627169033,0.322,0.08,2.41899773156817e-36,"9","RPL30"
"LTBR",2.69324306707758e-16,2.78148915707233,0.114,0.025,8.09938987562242e-12,"9","LTBR"
"SSB",4.09236533460268e-17,2.78003916369945,0.148,0.038,1.23069702707507e-12,"9","SSB"
"RPL12",1.86242676024972e-31,2.77962680989283,0.284,0.079,5.60087599609897e-27,"9","RPL12"
"LGALS1",7.97583943249462e-53,2.77362858296898,0.367,0.082,2.39857419253411e-48,"9","LGALS1"
"TRPS1",4.43308655327467e-61,2.77275073904632,0.47,0.123,1.33316211916629e-56,"9","TRPS1"
"NORAD",2.67030544405855e-28,2.7642067752589,0.292,0.091,8.03040956191729e-24,"9","NORAD"
"MPZL1",2.17439326405081e-35,2.76327213348663,0.364,0.114,6.53905286297999e-31,"9","MPZL1"
"ARPC1B",4.42341497803715e-24,2.75971857686982,0.102,0.013,1.33025358634511e-19,"9","ARPC1B"
"SEC22B",5.90175170286396e-32,2.75759771812792,0.269,0.069,1.77483378960228e-27,"9","SEC22B"
"SRP14",4.98742105375041e-39,2.75577681112236,0.322,0.084,1.49986713349436e-34,"9","SRP14"
"UBA52",2.15719550049815e-23,2.7546073439853,0.17,0.038,6.48733402864808e-19,"9","UBA52"
"OAT",7.23725232624759e-12,2.7540557463186,0.11,0.03,2.17645889207244e-07,"9","OAT"
"PSAP",1.07668561896054e-44,2.7515739702807,0.492,0.173,3.23791666190005e-40,"9","PSAP"
"RPS2",4.60970023116271e-34,2.74847629260316,0.303,0.084,1.38627515051756e-29,"9","RPS2"
"RRAS",5.02948806269144e-17,2.74685573398142,0.117,0.025,1.5125179450932e-12,"9","RRAS"
"RND3",1.5347866156869e-20,2.74106312008162,0.205,0.059,4.6155637893552e-16,"9","RND3"
"RPL36AL",2.10756959783346e-15,2.73808116454245,0.114,0.026,6.33809405156456e-11,"9","RPL36AL"
"OAZ1",5.4279816996964e-28,2.73710939221352,0.314,0.106,1.6323569365497e-23,"9","OAZ1"
"RPS7",3.83915578217862e-40,2.73414128678341,0.341,0.092,1.15454931837458e-35,"9","RPS7"
"PCBP1",1.3358247852117e-19,2.7332372054493,0.136,0.03,4.01722587656715e-15,"9","PCBP1"
"PTMA",7.53608683785538e-48,2.73027985219617,0.409,0.114,2.26632739474825e-43,"9","PTMA"
"EFHD1",6.57452948970324e-20,2.72402958886136,0.114,0.02,1.97715825343845e-15,"9","EFHD1"
"UBB",1.78424969114719e-32,2.72201170634146,0.246,0.058,5.36577409618695e-28,"9","UBB"
"NR2F2-AS1",5.15671932663058e-34,2.71844878309487,0.189,0.033,1.55078020309761e-29,"9","NR2F2-AS1"
"SLC40A1",6.3064178720002e-19,2.71662675431897,0.152,0.037,1.89652904664662e-14,"9","SLC40A1"
"COLGALT2",3.79057943416418e-25,2.71365960266077,0.155,0.03,1.13994095323619e-20,"9","COLGALT2"
"SOAT1",1.33578777312415e-18,2.70315986754142,0.133,0.029,4.01711457011627e-14,"9","SOAT1"
"TMEM14C",9.27784901479101e-13,2.70281604828913,0.121,0.034,2.7901275342181e-08,"9","TMEM14C"
"GPX4",2.5202114233007e-25,2.68776122243541,0.254,0.076,7.57903181329219e-21,"9","GPX4"
"CDH11",3.05181432236354e-16,2.68553484175995,0.11,0.023,9.17772121164386e-12,"9","CDH11"
"SH3BGRL",1.0763049514121e-25,2.68339227177838,0.125,0.019,3.23677188038161e-21,"9","SH3BGRL"
"RPS12",2.43162184261278e-30,2.68043836369178,0.284,0.08,7.31261636728941e-26,"9","RPS12"
"DNAJA1",9.15585641919354e-19,2.68028663493089,0.205,0.065,2.75344070094407e-14,"9","DNAJA1"
"KRT10",2.08945077988505e-20,2.67925485413273,0.159,0.038,6.28360533034832e-16,"9","KRT10"
"SLC16A2",2.20703598560303e-16,2.67583466911542,0.121,0.028,6.637219319504e-12,"9","SLC16A2"
"RPS3A",4.88384124498753e-26,2.66966844360158,0.261,0.079,1.4687175776051e-21,"9","RPS3A"
"RPS19",3.96978524353945e-32,2.66823067004973,0.288,0.079,1.19383351628962e-27,"9","RPS19"
"RPL15",7.98113472837929e-28,2.66765526426307,0.227,0.057,2.4001666468655e-23,"9","RPL15"
"TMPO",2.82666000771959e-17,2.66373216149084,0.121,0.027,8.50061464121511e-13,"9","TMPO"
"CD9",4.18688465178389e-38,2.66005862872602,0.189,0.029,1.25912182133097e-33,"9","CD9"
"H3F3A",2.53540852114059e-37,2.65803976662911,0.356,0.106,7.62473404562609e-33,"9","H3F3A"
"RPL6",1.98011754629765e-44,2.65801300660485,0.42,0.128,5.95480749698091e-40,"9","RPL6"
"BROX",2.10073314402575e-15,2.65384861619496,0.133,0.034,6.31753478402864e-11,"9","BROX"
"TMED2",2.44900049210689e-19,2.65307188975893,0.17,0.044,7.36487917991306e-15,"9","TMED2"
"PDIA3",7.93716819687588e-29,2.65191444693604,0.364,0.134,2.38694459184648e-24,"9","PDIA3"
"VEGFB",5.9363531872262e-21,2.65070584361421,0.258,0.09,1.78523949399454e-16,"9","VEGFB"
"TMEM9",5.67417521947259e-12,2.64739479760422,0.11,0.03,1.70639471375199e-07,"9","TMEM9"
"ERLEC1",3.8886193266125e-31,2.64726606827206,0.288,0.081,1.16942449009218e-26,"9","ERLEC1"
"CCNI",4.14113660175889e-25,2.63995264410461,0.269,0.085,1.24536401024695e-20,"9","CCNI"
"BUB3",4.54319478653181e-10,2.63825559028045,0.11,0.034,1.36627496815371e-05,"9","BUB3"
"RPL32",2.48145565728764e-39,2.63779745612017,0.333,0.089,7.46248159816111e-35,"9","RPL32"
"PSME1",5.68898425375664e-14,2.6363142017976,0.136,0.039,1.71084823463223e-09,"9","PSME1"
"MGAT1",5.30178024000176e-14,2.635691528522,0.117,0.03,1.59440437157573e-09,"9","MGAT1"
"RPL10A",1.58560418845162e-28,2.63481177587967,0.261,0.073,4.76838747593056e-24,"9","RPL10A"
"SF3B2",7.36995862245257e-21,2.63165000676599,0.193,0.054,2.21636765653016e-16,"9","SF3B2"
"SPATA6",1.24849214234321e-41,2.63091837583037,0.439,0.151,3.75459041966874e-37,"9","SPATA6"
"FAU",9.19817479387928e-40,2.62900894747463,0.333,0.087,2.76616710576332e-35,"9","FAU"
"GOLT1B",4.63230050246243e-19,2.62833126755788,0.148,0.035,1.39307173010553e-14,"9","GOLT1B"
"COMMD2",4.4622375275408e-15,2.62794992375235,0.11,0.025,1.34192869165735e-10,"9","COMMD2"
"THBS1",3.81972580446454e-18,2.6211229465743,0.277,0.107,1.14870614117662e-13,"9","THBS1"
"H1FX",3.42265308112907e-30,2.61826844846741,0.333,0.109,1.02929446108795e-25,"9","H1FX"
"RPL36A",9.66319640375252e-14,2.61725371858756,0.121,0.032,2.9060130545005e-09,"9","RPL36A"
"STX2",2.79705296311747e-17,2.61448226109555,0.148,0.038,8.41157737598318e-13,"9","STX2"
"MVP",1.99603352901894e-15,2.61380918993379,0.114,0.026,6.00267163181867e-11,"9","MVP"
"RAI14",2.35630568754247e-22,2.61009716037686,0.114,0.018,7.08611809414646e-18,"9","RAI14"
"COPS8",1.5165714905334e-14,2.61000046801306,0.133,0.036,4.56078544348108e-10,"9","COPS8"
"NT5C",1.9625277920692e-08,2.60824189572102,0.114,0.041,0.000590190982908972,"9","NT5C"
"TPI1",1.82117874195187e-20,2.60692161901545,0.22,0.068,5.47683083067187e-16,"9","TPI1"
"GARS",4.15003680528664e-15,2.6034947525004,0.167,0.052,1.24804056845385e-10,"9","GARS"
"SCARB2",1.57218938550295e-39,2.60252839875098,0.386,0.116,4.72804513902301e-35,"9","SCARB2"
"ARF1",1.05851503463421e-29,2.59718510990226,0.284,0.081,3.18327226365546e-25,"9","ARF1"
"LEPROT",4.0659725863846e-12,2.5842318001936,0.125,0.037,1.22275993590344e-07,"9","LEPROT"
"DAD1",2.32118895292521e-21,2.58409844811051,0.182,0.047,6.980511538132e-17,"9","DAD1"
"FAM3C",6.99847183874725e-27,2.5806410437923,0.288,0.091,2.10465043606646e-22,"9","FAM3C"
"COL1A1",5.07411752061609e-23,2.57963320003996,0.231,0.068,1.52593936197488e-18,"9","COL1A1"
"SLC25A6",1.12893739137399e-24,2.57460071513987,0.239,0.068,3.395053417079e-20,"9","SLC25A6"
"TMEM263",4.41055940120242e-25,2.57449713007146,0.239,0.067,1.3263875287236e-20,"9","TMEM263"
"CLSTN2",4.69061413187959e-17,2.57437049517419,0.205,0.068,1.41060838788015e-12,"9","CLSTN2"
"ADH5",6.88399406810964e-25,2.55685576568823,0.269,0.082,2.07022353610261e-20,"9","ADH5"
"MIF",8.70552372364533e-17,2.5565913115771,0.155,0.042,2.61801214941186e-12,"9","MIF"
"CHCHD2",4.90147145390252e-20,2.55628780571371,0.17,0.044,1.4740195103321e-15,"9","CHCHD2"
"PNRC1",5.65884134940898e-34,2.55166988714026,0.413,0.151,1.70178335900776e-29,"9","PNRC1"
"ITGA11",1.94708649740247e-10,2.54944649783295,0.121,0.039,5.85547322363846e-06,"9","ITGA11"
"MAN1A1",2.05382723232293e-34,2.5469016777925,0.383,0.13,6.17647463576475e-30,"9","MAN1A1"
"LDB2",5.69486524031498e-54,2.54393421203242,0.273,0.043,1.71261682371992e-49,"9","LDB2"
"DENND2A",3.02785391742506e-28,2.54390212057568,0.159,0.028,9.1056650858724e-24,"9","DENND2A"
"TLL2",4.07764123732405e-17,2.54323982601925,0.17,0.048,1.22626904930046e-12,"9","TLL2"
"PRRC1",4.65890787865864e-09,2.54031763287211,0.11,0.037,0.000140107336634901,"9","PRRC1"
"PLOD1",2.7660290141775e-16,2.53989418533726,0.136,0.034,8.31827905433598e-12,"9","PLOD1"
"SYNE3",4.33006493276987e-09,2.53761367706357,0.114,0.039,0.000130218042723188,"9","SYNE3"
"PLXDC2",4.1336316722253e-50,2.53521031426492,0.356,0.082,1.24310705278831e-45,"9","PLXDC2"
"TGFBR1",6.53342506825744e-22,2.53447341478712,0.223,0.066,1.96479692077706e-17,"9","TGFBR1"
"IGFBP7",3.78950688834298e-54,2.53381730499845,0.735,0.384,1.13961840653139e-49,"9","IGFBP7"
"RPL41",5.40280496440771e-51,2.532958120973,0.542,0.197,1.62478553694633e-46,"9","RPL41"
"STAT1",2.59025552744652e-17,2.53014429299638,0.133,0.031,7.78967544768993e-13,"9","STAT1"
"RTL8C",1.65608717848839e-12,2.52175002397815,0.216,0.092,4.98035097186813e-08,"9","RTL8C"
"HNRNPAB",7.1765985048365e-12,2.51763760627343,0.121,0.036,2.15821846835948e-07,"9","HNRNPAB"
"NCL",3.10908590526422e-37,2.51445944370384,0.39,0.124,9.3499540429011e-33,"9","NCL"
"OST4",8.92737234173927e-10,2.51367112505073,0.11,0.035,2.68472868433125e-05,"9","OST4"
"TMEM9B",5.06379681253397e-14,2.51311383124113,0.11,0.026,1.52283561543334e-09,"9","TMEM9B"
"SERPINH1",6.03243073418054e-10,2.51131909804663,0.106,0.033,1.81413289469011e-05,"9","SERPINH1"
"B2M",1.96180514845147e-65,2.50908403731467,0.602,0.196,5.89973662293811e-61,"9","B2M"
"JUNB",1.32134722768809e-18,2.50848248770319,0.277,0.107,3.97368751782638e-14,"9","JUNB"
"DDX18",1.46484801167034e-19,2.50776085943243,0.201,0.059,4.40523742549622e-15,"9","DDX18"
"AP001528.1",1.50861390540224e-11,2.50432531269348,0.14,0.046,4.53685459771616e-07,"9","AP001528.1"
"WASF3",7.36643852520476e-21,2.49966148396229,0.235,0.074,2.21530905768483e-16,"9","WASF3"
"AKR1B1",3.71418654611764e-10,2.49696637275958,0.121,0.04,1.11696732001396e-05,"9","AKR1B1"
"WDR36",8.51883896195878e-14,2.49138395346092,0.148,0.045,2.56187044102986e-09,"9","WDR36"
"OTUB1",2.7342173527875e-08,2.48056139043002,0.114,0.042,0.000822261184503783,"9","OTUB1"
"LDHA",1.07724581396572e-13,2.47940182607046,0.14,0.042,3.23960133633911e-09,"9","LDHA"
"CDK5RAP3",6.61635977320505e-15,2.47891972801347,0.125,0.032,1.98973787459596e-10,"9","CDK5RAP3"
"NENF",2.338081569487e-09,2.47848154306736,0.125,0.045,7.03131270391825e-05,"9","NENF"
"FAM200B",5.81176715812307e-08,2.47832026903072,0.102,0.036,0.00174777273746235,"9","FAM200B"
"BLOC1S6",3.81180772331404e-10,2.47526098262425,0.148,0.056,1.14632493663223e-05,"9","BLOC1S6"
"PPDPF",2.0416027699878e-23,2.47086725816573,0.307,0.116,6.1397120101843e-19,"9","PPDPF"
"SF3A3",1.78005205458759e-16,2.46926128105792,0.129,0.03,5.35315054376127e-12,"9","SF3A3"
"HSBP1",9.58161793522662e-11,2.46828898127616,0.106,0.031,2.8814799616607e-06,"9","HSBP1"
"TMEM258",2.76609673701551e-10,2.46301379021217,0.102,0.03,8.31848271722674e-06,"9","TMEM258"
"AZI2",7.96744508045629e-14,2.46279498952772,0.174,0.059,2.39604975904562e-09,"9","AZI2"
"LARP6",1.04202248911153e-14,2.45825133549847,0.159,0.049,3.1336742315051e-10,"9","LARP6"
"MOB1A",1.51427139735136e-14,2.45714294473754,0.174,0.058,4.55386837325475e-10,"9","MOB1A"
"RPL13A",6.11008829232294e-32,2.45522484000498,0.322,0.097,1.83748685215028e-27,"9","RPL13A"
"TMEM59",5.74464983509346e-23,2.45159757595001,0.295,0.107,1.72758854490766e-18,"9","TMEM59"
"BTF3",2.39643737274939e-14,2.4475867544485,0.155,0.048,7.20680611106923e-10,"9","BTF3"
"CFAP36",6.96674772259649e-14,2.44618223230408,0.125,0.033,2.09511004261644e-09,"9","CFAP36"
"RPS18",1.35805182101586e-31,2.44467154850391,0.254,0.062,4.08406924134099e-27,"9","RPS18"
"CCDC102B",8.73470016288503e-17,2.44400716022156,0.193,0.062,2.62678637998442e-12,"9","CCDC102B"
"IL6ST",1.76387308130816e-43,2.44310563098515,0.545,0.217,5.30449551741802e-39,"9","IL6ST"
"FGF7",5.24955050020293e-18,2.43913783150951,0.311,0.134,1.57869732192603e-13,"9","FGF7"
"RPS9",5.18645086318634e-26,2.43486024630699,0.258,0.075,1.55972136808603e-21,"9","RPS9"
"PYURF",8.87047358088924e-08,2.43424607157472,0.106,0.039,0.00266761751998082,"9","PYURF"
"CGGBP1",3.14005935770913e-26,2.42919818970002,0.28,0.086,9.44310050643867e-22,"9","CGGBP1"
"RPL9",1.33009155035613e-18,2.42803904585088,0.231,0.079,3.99998431938599e-14,"9","RPL9"
"CD164",1.1681027032005e-22,2.42760665256247,0.288,0.103,3.51283525933487e-18,"9","CD164"
"CNIH1",7.88005750129548e-13,2.42564650233597,0.144,0.045,2.36976969236459e-08,"9","CNIH1"
"IPO9-AS1",6.86895923015051e-20,2.42510138485988,0.129,0.026,2.06570210928316e-15,"9","IPO9-AS1"
"RPS27",1.32296891689747e-33,2.4234209113536,0.322,0.093,3.97856442378575e-29,"9","RPS27"
"JAM2",9.53036268526638e-14,2.42066708621208,0.163,0.053,2.86606597034016e-09,"9","JAM2"
"MYADM",1.25018390238445e-11,2.41773420073071,0.163,0.06,3.75967804964075e-07,"9","MYADM"
"BNIP3L",1.78285664235508e-31,2.41330605436509,0.424,0.166,5.36158478055442e-27,"9","BNIP3L"
"RPLP1",3.6447538650481e-41,2.41081307296608,0.527,0.212,1.09608682983591e-36,"9","RPLP1"
"SUMO2",4.84627400107894e-18,2.40755385264863,0.182,0.053,1.45741998034447e-13,"9","SUMO2"
"SAP18",6.72837799247924e-11,2.40635984023107,0.114,0.034,2.02342511367828e-06,"9","SAP18"
"HLA-B",9.13241193503341e-31,2.40297194054692,0.258,0.064,2.7463902412226e-26,"9","HLA-B"
"NEPRO",3.05549325430518e-12,2.39904853718592,0.129,0.039,9.18878486367197e-08,"9","NEPRO"
"NPDC1",1.20399027112312e-10,2.39536942519259,0.106,0.031,3.62075994234857e-06,"9","NPDC1"
"HIST1H4C",2.42737034901273e-16,2.39062946474926,0.133,0.032,7.29983085058598e-12,"9","HIST1H4C"
"RPS15A",1.14142138502866e-30,2.38843071651252,0.292,0.084,3.43259653119668e-26,"9","RPS15A"
"ENG",5.8388075414859e-52,2.38835128272556,0.239,0.033,1.75590459195106e-47,"9","ENG"
"ZFPM2-AS1",2.13643229960476e-16,2.37620581972483,0.152,0.04,6.42489285460138e-12,"9","ZFPM2-AS1"
"AC007319.1",1.66536691085864e-14,2.37523965354078,0.17,0.055,5.0082579110252e-10,"9","AC007319.1"
"AC025159.1",6.54892582951405e-16,2.37441123719954,0.208,0.074,1.96945846470976e-11,"9","AC025159.1"
"SET",2.36762664650921e-13,2.37317551004366,0.178,0.064,7.12016361404714e-09,"9","SET"
"NDRG1",1.06996892444205e-11,2.37177433370174,0.148,0.05,3.21771754647458e-07,"9","NDRG1"
"MCMBP",2.27806742413434e-13,2.36997534596177,0.136,0.04,6.85083216459919e-09,"9","MCMBP"
"SERINC1",2.43480641768507e-24,2.36982028224479,0.303,0.106,7.32219333990431e-20,"9","SERINC1"
"LBR",2.18309696393533e-09,2.36966921601521,0.106,0.034,6.56522749964273e-05,"9","LBR"
"TMEM47",9.406431360104e-11,2.36824334556593,0.106,0.031,2.82879610292408e-06,"9","TMEM47"
"CARMIL1",2.43247281351439e-29,2.3676701594259,0.33,0.108,7.31517549208182e-25,"9","CARMIL1"
"MESD",5.80207362514753e-22,2.36525208844319,0.242,0.076,1.74485760129062e-17,"9","MESD"
"MYL12B",1.36649747598809e-17,2.36165879034096,0.208,0.068,4.10946785953898e-13,"9","MYL12B"
"GLUL",7.74155163359272e-10,2.35975023496818,0.326,0.196,2.32811682277034e-05,"9","GLUL"
"TMEM30A",9.10146049512477e-15,2.35586402018673,0.235,0.094,2.73708221469887e-10,"9","TMEM30A"
"VAMP2",1.86136741594365e-12,2.35471158386846,0.186,0.072,5.59769022996735e-08,"9","VAMP2"
"CNIH4",1.72202833290762e-08,2.35313862213232,0.11,0.039,0.000517865580555308,"9","CNIH4"
"PARK7",2.25134480861643e-12,2.35237345665077,0.152,0.051,6.77046924295218e-08,"9","PARK7"
"RPL22",3.06842571753657e-19,2.3504528569384,0.22,0.07,9.22767666034773e-15,"9","RPL22"
"PCYOX1",2.12740296905017e-16,2.34787155213876,0.193,0.063,6.39773894882457e-12,"9","PCYOX1"
"EEF1G",5.61366028888122e-16,2.34628604837192,0.178,0.055,1.68819605867525e-11,"9","EEF1G"
"RPS11",7.66308441880841e-16,2.34488551269256,0.152,0.042,2.30451937726825e-11,"9","RPS11"
"RPL13",1.74811053134126e-42,2.34394952949415,0.5,0.187,5.25709280090256e-38,"9","RPL13"
"OSTC",3.7070505999419e-10,2.33713114906067,0.102,0.03,1.11482132692053e-05,"9","OSTC"
"CSNK2B",9.68018195319523e-11,2.33501466178769,0.14,0.049,2.9111211187844e-06,"9","CSNK2B"
"JADE1",6.18902252315767e-14,2.33125825467281,0.208,0.078,1.86122474338921e-09,"9","JADE1"
"EFCAB14",2.18122042001714e-13,2.32907448885734,0.133,0.038,6.55958416911753e-09,"9","EFCAB14"
"XBP1",4.19476711809156e-12,2.32793094147413,0.182,0.069,1.26149231542367e-07,"9","XBP1"
"UBE2Q2",4.75063768997881e-18,2.32600959930255,0.182,0.053,1.42865927250733e-13,"9","UBE2Q2"
"SCCPDH",2.41418740002157e-17,2.32312143281069,0.189,0.058,7.26018576808487e-13,"9","SCCPDH"
"PPIA",1.68530856846785e-18,2.31994662250491,0.174,0.048,5.06822845795338e-14,"9","PPIA"
"DAZAP2",1.24692214756271e-09,2.31978925609336,0.11,0.036,3.74986897436534e-05,"9","DAZAP2"
"BTG2",2.01712140654752e-17,2.31827531828835,0.432,0.234,6.06608920591037e-13,"9","BTG2"
"SESTD1",1.31588770947923e-32,2.3162422013146,0.455,0.182,3.9572691087169e-28,"9","SESTD1"
"ATXN7L3B",5.34336287850769e-11,2.31529848211938,0.148,0.053,1.60690951845362e-06,"9","ATXN7L3B"
"HNRNPK",5.49749570322115e-32,2.31486986569269,0.409,0.151,1.6532618828297e-27,"9","HNRNPK"
"LMO4",1.45725397294966e-15,2.31054202783228,0.159,0.047,4.38239987285153e-11,"9","LMO4"
