"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"KLF21",1.42207994990434e-41,3.78472339413586,0.282,0.034,4.27662103334732e-37,"11","KLF2"
"MT-ND31",4.0083791522486e-52,3.75474084341078,0.803,0.323,1.20543986245572e-47,"11","MT-ND3"
"PLXNA2",6.80968105583695e-18,3.74584970632027,0.214,0.044,2.04787538392185e-13,"11","PLXNA2"
"ELK3",5.93460445923128e-19,3.73499741201665,0.137,0.018,1.78471359902462e-14,"11","ELK3"
"SRGAP21",5.90162736647309e-23,3.73028621007817,0.179,0.025,1.77479639791945e-18,"11","SRGAP2"
"KANK3",5.22847341502727e-16,3.70155207724607,0.103,0.012,1.57235881010115e-11,"11","KANK3"
"SEMA6A1",3.66062342624841e-14,3.69966562743735,0.205,0.05,1.10085928297568e-09,"11","SEMA6A"
"PLXDC21",4.74560114797292e-19,3.64305940232064,0.325,0.094,1.4271446332299e-14,"11","PLXDC2"
"IFI27",4.76952713721616e-26,3.62498262625627,0.214,0.031,1.43433989597502e-21,"11","IFI27"
"AKAP121",7.82450426491157e-12,3.61278478971064,0.179,0.045,2.35306316758686e-07,"11","AKAP12"
"SHANK3",4.47936414400196e-19,3.61217424211027,0.179,0.03,1.34707917902571e-14,"11","SHANK3"
"DPYSL31",9.95837919487758e-11,3.61198503709274,0.103,0.018,2.99478337527553e-06,"11","DPYSL3"
"HLA-E1",3.28518394565481e-32,3.57526557190175,0.274,0.041,9.8795336797677e-28,"11","HLA-E"
"CMTM8",1.24909537015409e-11,3.57205822960137,0.111,0.019,3.7564045066644e-07,"11","CMTM8"
"FABP5",2.10465923135815e-25,3.56035783136681,0.359,0.088,6.32934170646338e-21,"11","FABP5"
"MT-ND4L1",8.84826194026073e-46,3.54780138455302,0.598,0.152,2.66093781329461e-41,"11","MT-ND4L"
"MT-CO11",2.20623817742663e-55,3.49220927917658,0.897,0.421,6.63482007097509e-51,"11","MT-CO1"
"RFTN11",1.78574237069252e-17,3.48804028093714,0.231,0.052,5.37026303138362e-13,"11","RFTN1"
"TM4SF1",1.0836603555504e-22,3.48443489074742,0.154,0.018,3.25889178724672e-18,"11","TM4SF1"
"SRGAP2C",9.338122574672e-13,3.47904003464039,0.103,0.015,2.80825360188111e-08,"11","SRGAP2C"
"TSHZ21",2.64371771285654e-13,3.46994131136468,0.179,0.041,7.95045227787348e-09,"11","TSHZ2"
"ID31",2.65555719730905e-25,3.44033517674713,0.214,0.032,7.98605715946751e-21,"11","ID3"
"RNASE1",4.50066279376861e-15,3.43908275654917,0.145,0.025,1.35348432197004e-10,"11","RNASE1"
"GNAI21",1.58483020996874e-21,3.42391920851332,0.222,0.04,4.76605989043899e-17,"11","GNAI2"
"ESAM",6.25107085117335e-20,3.41511644252269,0.103,0.009,1.87988453707336e-15,"11","ESAM"
"DGKE",1.16888549125729e-14,3.40658351019766,0.111,0.015,3.51518933785804e-10,"11","DGKE"
"ITGA6",1.59171299459126e-16,3.38889530747682,0.231,0.055,4.7867584886343e-12,"11","ITGA6"
"PKD1L1",1.07162575015054e-06,3.36819568080677,0.179,0.069,0.032227001184277,"11","PKD1L1"
"SLC2A31",4.89245544585077e-16,3.35212728846262,0.137,0.021,1.4713081262307e-11,"11","SLC2A3"
"MEOX21",9.14999568915087e-12,3.33075556196073,0.12,0.022,2.75167820359834e-07,"11","MEOX2"
"ETS11",2.0684707165902e-17,3.31958460616268,0.299,0.084,6.22051198600169e-13,"11","ETS1"
"IFI161",5.06626276439891e-21,3.30217892734102,0.162,0.022,1.52357720113768e-16,"11","IFI16"
"MTRNR2L81",6.26320938454132e-29,3.29339167464168,0.359,0.077,1.88353495821311e-24,"11","MTRNR2L8"
"LPAR61",6.68134542205731e-20,3.25998240332421,0.145,0.019,2.00928100877529e-15,"11","LPAR6"
"PLSCR11",2.75677511857853e-28,3.22802737550341,0.197,0.024,8.29044981410121e-24,"11","PLSCR1"
"TSPAN14",4.63987243744724e-13,3.21053209039467,0.154,0.031,1.39534883811351e-08,"11","TSPAN14"
"IL321",3.65559490009949e-19,3.20343095776482,0.179,0.029,1.09934705430692e-14,"11","IL32"
"CDKN1C1",3.4889110006068e-20,3.18606081449676,0.154,0.021,1.04922020521248e-15,"11","CDKN1C"
"SH3BGRL1",1.17433186950777e-16,3.11300411139427,0.145,0.022,3.53156823117071e-12,"11","SH3BGRL"
"MAP2",6.72617958522527e-13,3.11005938473167,0.103,0.015,2.0227639866648e-08,"11","MAP2"
"IRAK31",6.01059053331741e-14,3.09017981150522,0.137,0.023,1.80756489108455e-09,"11","IRAK3"
"RAPGEF5",2.2416919409473e-20,3.08165431527406,0.162,0.023,6.7414401740108e-16,"11","RAPGEF5"
"LY6E1",7.34762536166996e-22,3.06826467458499,0.154,0.019,2.20965137501501e-17,"11","LY6E"
"SPATA13",4.71823703547714e-13,3.04450928439379,0.145,0.028,1.41891542367904e-08,"11","SPATA13"
"ZNF423",2.76948753361847e-13,3.04443598548124,0.137,0.025,8.32867985985083e-09,"11","ZNF423"
"NPDC11",8.21670646307542e-11,3.01051127143313,0.145,0.033,2.47101013464067e-06,"11","NPDC1"
"PREX21",7.4785973075421e-23,3.00665384858908,0.248,0.046,2.24903856829713e-18,"11","PREX2"
"PIK3R3",6.80241890817894e-07,3.0036926964704,0.248,0.115,0.0204569143825665,"11","PIK3R3"
"RASSF1",2.42768650368847e-10,2.99426979666422,0.128,0.028,7.30078162254232e-06,"11","RASSF1"
"RHOC1",2.13213860100187e-12,2.94904372885156,0.162,0.036,6.41198041479293e-08,"11","RHOC"
"PODXL",6.83368549176475e-07,2.94700421246474,0.111,0.03,0.0205509423793841,"11","PODXL"
"TMSB101",3.21876476467033e-17,2.93976656572935,0.308,0.09,9.67979127679308e-13,"11","TMSB10"
"CD341",9.87629928043703e-22,2.93371246371523,0.197,0.031,2.97009948260583e-17,"11","CD34"
"SHROOM4",3.1131932196895e-12,2.91430444608391,0.137,0.026,9.36230596957225e-08,"11","SHROOM4"
"KLHL51",1.07808919296343e-14,2.91287024451246,0.188,0.041,3.24213762999893e-10,"11","KLHL5"
"FABP4",3.62834216553372e-17,2.90435970759038,0.265,0.067,1.09115133944096e-12,"11","FABP4"
"TPM41",1.54392861214832e-09,2.89576858173783,0.171,0.048,4.64305651531364e-05,"11","TPM4"
"GNAQ1",1.39350720713827e-10,2.89081891261955,0.231,0.077,4.19069422402692e-06,"11","GNAQ"
"PELI1",5.87978263701331e-08,2.88797424497274,0.103,0.023,0.00176822703242901,"11","PELI1"
"EPAS11",3.44671688355504e-14,2.8788024721903,0.342,0.126,1.03653116839151e-09,"11","EPAS1"
"SRGN",1.87329074749106e-14,2.86462237482352,0.111,0.015,5.63354726492987e-10,"11","SRGN"
"IGFBP41",6.53671091512494e-20,2.86329833964977,0.205,0.036,1.96578507350552e-15,"11","IGFBP4"
"CD91",3.38552852507416e-17,2.85564644716912,0.188,0.035,1.01812999334555e-12,"11","CD9"
"HLA-B1",6.53394771835901e-20,2.83427351690827,0.291,0.071,1.9649540973421e-15,"11","HLA-B"
"ADAMTS9",1.86601310477015e-07,2.81283114210815,0.282,0.134,0.00561166120997527,"11","ADAMTS9"
"RHOJ1",3.1594465453413e-14,2.80621344103716,0.145,0.026,9.5014035958049e-10,"11","RHOJ"
"HLA-A1",6.80829272711697e-12,2.80225505903147,0.231,0.07,2.04745787182589e-07,"11","HLA-A"
"TCF41",1.67188357683684e-13,2.77722726879301,0.402,0.176,5.02785548062144e-09,"11","TCF4"
"ADAM15",6.09228712589649e-09,2.77119058222446,0.111,0.024,0.000183213350737085,"11","ADAM15"
"CMIP",8.38337421283531e-08,2.75388741453152,0.205,0.077,0.00252113212702596,"11","CMIP"
"HLA-C1",9.40284418693369e-15,2.73119091399565,0.248,0.066,2.82771733233657e-10,"11","HLA-C"
"PRKD11",8.7734604169462e-09,2.70062678770189,0.179,0.056,0.000263844275118823,"11","PRKD1"
"CALCRL1",4.1498693483323e-18,2.67110527617467,0.214,0.043,1.24799020912397e-13,"11","CALCRL"
"DENND2A1",4.68348290381468e-08,2.65664775973709,0.128,0.034,0.00140846381366419,"11","DENND2A"
"APOLD1",5.05660620864113e-09,2.65365669287566,0.145,0.038,0.000152067318512465,"11","APOLD1"
"MT-ATP81",5.37112656654267e-10,2.61654518328391,0.179,0.052,1.61525889235638e-05,"11","MT-ATP8"
"OSMR1",2.72874304353578e-15,2.6000810342967,0.137,0.021,8.20614895482514e-11,"11","OSMR"
"TACC11",1.52473675830102e-07,2.57551988829345,0.35,0.199,0.00458534085323865,"11","TACC1"
"TMSB4X1",5.19215495909316e-15,2.56989685978716,0.256,0.069,1.56143676084809e-10,"11","TMSB4X"
"CAVIN2",8.47483282407645e-07,2.5686510415133,0.197,0.079,0.0254863647518451,"11","CAVIN2"
"APBB21",5.84731946715825e-08,2.52547310275552,0.299,0.14,0.0017584643833585,"11","APBB2"
"TMTC21",3.81655085633422e-08,2.47872639759824,0.137,0.037,0.00114775133902539,"11","TMTC2"
"IFITM21",3.42420841669621e-16,2.47738674766595,0.239,0.057,1.02976219715305e-11,"11","IFITM2"
"EBF11",5.12200082992027e-19,2.47709879261828,0.291,0.071,1.54033930958192e-14,"11","EBF1"
"MCF2L",3.76802405769379e-09,2.47494900803752,0.214,0.074,0.000113315787487025,"11","MCF2L"
"GNG111",1.1806729729349e-11,2.47082815269068,0.179,0.045,3.55063783150713e-07,"11","GNG11"
"B2M1",1.22998747096561e-10,2.45186582606639,0.419,0.218,3.69894132143489e-06,"11","B2M"
"RAPGEF1",2.31973501764197e-10,2.44864292364118,0.419,0.225,6.9761391185547e-06,"11","RAPGEF1"
"EBF31",2.92951512850851e-08,2.4140569141395,0.103,0.022,0.000880993084596363,"11","EBF3"
"MIER2",7.06615295481468e-07,2.39983034974051,0.103,0.026,0.0212500417810142,"11","MIER2"
"DOCK91",2.35993363354377e-08,2.39625127704948,0.308,0.149,0.000709702841615617,"11","DOCK9"
"DOCK61",6.49916891870198e-08,2.39342384690033,0.103,0.023,0.00195449506892125,"11","DOCK6"
"TNXB1",3.3207490415548e-08,2.35927796324281,0.154,0.044,0.000998648859266775,"11","TNXB"
"HSP90AA11",5.18223708980634e-09,2.35146662734557,0.325,0.155,0.000155845416001746,"11","HSP90AA1"
"CTSH",2.63894797662413e-07,2.32023096227953,0.103,0.025,0.00793610825010175,"11","CTSH"
"CRIP11",1.22610130701919e-08,2.30758030246149,0.137,0.036,0.000368725446059882,"11","CRIP1"
"AKT31",3.97187228264578e-29,2.28792955360032,0.402,0.091,1.19446115156007e-24,"11","AKT3"
"MAML21",1.29256472118736e-07,2.27619402465265,0.299,0.142,0.00388712988602675,"11","MAML2"
"ASAP21",6.62841783694035e-11,2.26367863787037,0.188,0.051,1.99336409610307e-06,"11","ASAP2"
"CCND3",8.76378907416257e-08,2.26250473922997,0.214,0.081,0.00263553428827291,"11","CCND3"
"DNM31",2.27970082403078e-07,2.25371486281722,0.188,0.069,0.00685574428810777,"11","DNM3"
"S100A101",7.14770267440877e-08,2.221997333138,0.205,0.075,0.00214952862527495,"11","S100A10"
"NFKBIA1",2.84407534827006e-07,2.18401144289707,0.205,0.079,0.00855298779485256,"11","NFKBIA"
"TAGLN21",9.33356205178953e-10,2.1784346012748,0.162,0.043,2.80688211583467e-05,"11","TAGLN2"
"CLIC11",8.56124198260193e-07,2.1521301863562,0.111,0.03,0.0257462230142788,"11","CLIC1"
"EPB41L21",3.72453176370131e-12,2.15156023157778,0.256,0.08,1.12007843729789e-07,"11","EPB41L2"
"CXCL121",1.44494251519652e-10,2.15118789892683,0.179,0.048,4.34537562595048e-06,"11","CXCL12"
"EGFR1",1.44208605873429e-08,2.13722733433637,0.171,0.051,0.000433678540443164,"11","EGFR"
"RRBP11",9.4857365291641e-07,2.10655412974336,0.239,0.105,0.0285264554641552,"11","RRBP1"
"PXDN1",2.4691066467633e-08,2.09491143648934,0.103,0.022,0.000742534441881127,"11","PXDN"
"FZD41",3.64502823370521e-07,1.9657120409863,0.145,0.044,0.0109616934072217,"11","FZD4"
"IFITM31",2.42903652368648e-15,1.95461924855851,0.333,0.106,7.30484153768235e-11,"11","IFITM3"
"STOM1",5.95788877506345e-07,1.90590505620113,0.325,0.177,0.0179171589132483,"11","STOM"
"SPARCL11",2.32873729539609e-12,1.85567513224225,0.41,0.179,7.00321166844466e-08,"11","SPARCL1"
"RPL411",3.49941252180634e-07,1.83083208766117,0.376,0.215,0.0105237832768282,"11","RPL41"
"FN11",8.58329366562523e-07,1.7370071011906,0.154,0.051,0.0258125390406348,"11","FN1"
"FMO21",2.726786263113e-07,1.26750428987327,0.162,0.052,0.00820026432905972,"11","FMO2"
"SPTBN11",1.41901413071524e-08,0.944689224741364,0.829,0.816,0.000426740119529995,"11","SPTBN1"
